DATASOURCE_REGID	SMILES_RDKIT_2019.09.2	SUBSTANCE_SYNONYM	SUBSTANCE_COMMENT	SUBSTANCE_URL	INCHI_1.05_RDKIT_2019.09.2	INCHIKEY_1.05_RDKIT_2019.09.2	INCHIKEY_1.05_CHEMAXON_19.27.0	SMILES_CHEMAXON_19.27.0	INCHIKEY MATCH?
UALIB-370	CC(CCCl)CS(=O)(=O)Cl	4-chloro-2-methyl-1-butanesulfonyl chloride	Baker, G.M. Proof of structure of some controversial sulfonyl chlorides. M.S. Thesis, The University of Alabama, 1960.	https://ir.ua.edu/handle/123456789/6415	InChI=1S/C5H10Cl2O2S/c1-5(2-3-6)4-10(7,8)9/h5H,2-4H2,1H3	XAEDGIMCOKUHPP-UHFFFAOYSA-N	XAEDGIMCOKUHPP-UHFFFAOYSA-N	CC(CCCl)CS(Cl)(=O)=O	TRUE
UALIB-371	CC1CCOS(=O)(=O)C1	4-Hydroxy-2-methyl-1-butane sulfonic acid sultone	Baker, G.M. Proof of structure of some controversial sulfonyl chlorides. M.S. Thesis, The University of Alabama, 1960.	https://ir.ua.edu/handle/123456789/6415	InChI=1S/C5H10O3S/c1-5-2-3-8-9(6,7)4-5/h5H,2-4H2,1H3	MKJOLUXKAUKFIT-UHFFFAOYSA-N	MKJOLUXKAUKFIT-UHFFFAOYSA-N	CC1CCOS(=O)(=O)C1	TRUE
UALIB-372	CCC(C)CS	2-Methyl-1-butanethiol	Baker, G.M. Proof of structure of some controversial sulfonyl chlorides. M.S. Thesis, The University of Alabama, 1960.	https://ir.ua.edu/handle/123456789/6415	InChI=1S/C5H12S/c1-3-5(2)4-6/h5-6H,3-4H2,1-2H3	WGQKBCSACFQGQY-UHFFFAOYSA-N	WGQKBCSACFQGQY-UHFFFAOYSA-N	CCC(C)CS	TRUE
UALIB-373	CCC(C)CO	2-Methyl-1-butanol	Baker, G.M. Proof of structure of some controversial sulfonyl chlorides. M.S. Thesis, The University of Alabama, 1960.	https://ir.ua.edu/handle/123456789/6415	InChI=1S/C5H12O/c1-3-5(2)4-6/h5-6H,3-4H2,1-2H3	QPRQEDXDYOZYLA-UHFFFAOYSA-N	QPRQEDXDYOZYLA-UHFFFAOYSA-N	CCC(C)CO	TRUE
UALIB-374	CC(Cl)CC(C)CS(=O)(=O)Cl	4-Chloro-2-methyl-1-pentanesulfonyl chloride	Baker, G.M. Proof of structure of some controversial sulfonyl chlorides. M.S. Thesis, The University of Alabama, 1960.	https://ir.ua.edu/handle/123456789/6415	InChI=1S/C6H12Cl2O2S/c1-5(3-6(2)7)4-11(8,9)10/h5-6H,3-4H2,1-2H3	UDVNGPPPSPOYBZ-UHFFFAOYSA-N	UDVNGPPPSPOYBZ-UHFFFAOYSA-N	CC(Cl)CC(C)CS(Cl)(=O)=O	TRUE
UALIB-375	CC1CC(C)OS(=O)(=O)C1	4-Hydroxy-2-methyl-1-pentanesulfonic acid sultone	Baker, G.M. Proof of structure of some controversial sulfonyl chlorides. M.S. Thesis, The University of Alabama, 1960.	https://ir.ua.edu/handle/123456789/6415	InChI=1S/C6H12O3S/c1-5-3-6(2)9-10(7,8)4-5/h5-6H,3-4H2,1-2H3	DPVDLSMNHIKLDR-UHFFFAOYSA-N	DPVDLSMNHIKLDR-UHFFFAOYSA-N	CC1CC(C)OS(=O)(=O)C1	TRUE
UALIB-376	CCCC(C)CS	2-Methyl-1-pentanethiol	Baker, G.M. Proof of structure of some controversial sulfonyl chlorides. M.S. Thesis, The University of Alabama, 1960.	https://ir.ua.edu/handle/123456789/6415	InChI=1S/C6H14S/c1-3-4-6(2)5-7/h6-7H,3-5H2,1-2H3	ZUPLFMMTGJBSMK-UHFFFAOYSA-N	ZUPLFMMTGJBSMK-UHFFFAOYSA-N	CCCC(C)CS	TRUE
