SMILES_CHEMAXON_19.27.0	DATASOURCE_REGID	THESIS_SUBSTANCE_NUMBER	SUBSTANCE_COMMENT	SUBSTANCE_URL	INCHIKEY_1.05_CHEMAXON_19.27.0
CCCC[C@H]1CC(=O)O[C@@H]1CO[Si](C)(C)C(C)(C)C	UALIB-2859	6	Blazis, V.J. Chemistry of Butenolides Derived from D-Ribonolactone. M.S. Thesis, The University of Alabama, 1988.	https://ir.ua.edu/handle/123456789/6584	UIIYGWVRIDUFHR-QWHCGFSZSA-N
CC[C@H]1CC(=O)O[C@@H]1COC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	UALIB-2860	8	Blazis, V.J. Chemistry of Butenolides Derived from D-Ribonolactone. M.S. Thesis, The University of Alabama, 1988.	https://ir.ua.edu/handle/123456789/6584	IGWXMWLYOINHID-GBXCKJPGSA-N
CC(C)[C@H]1CC(=O)O[C@@H]1COC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	UALIB-2861	9	Blazis, V.J. Chemistry of Butenolides Derived from D-Ribonolactone. M.S. Thesis, The University of Alabama, 1988.	https://ir.ua.edu/handle/123456789/6584	LZYBMFALXHCTNY-JWQCQUIFSA-N
CCC[C@H]1CC(=O)O[C@@H]1COC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	UALIB-2862	10	Blazis, V.J. Chemistry of Butenolides Derived from D-Ribonolactone. M.S. Thesis, The University of Alabama, 1988.	https://ir.ua.edu/handle/123456789/6584	NQUFBWOJGTXEIU-SQJMNOBHSA-N
C[C@H]1CC(=O)O[C@@H]1CO	UALIB-2863	14	Blazis, V.J. Chemistry of Butenolides Derived from D-Ribonolactone. M.S. Thesis, The University of Alabama, 1988.	https://ir.ua.edu/handle/123456789/6584	FBTOCHKZAQZWSO-CRCLSJGQSA-N
CC[C@H]1CC(=O)O[C@@H]1CO	UALIB-2864	15	Blazis, V.J. Chemistry of Butenolides Derived from D-Ribonolactone. M.S. Thesis, The University of Alabama, 1988.	https://ir.ua.edu/handle/123456789/6584	OWWNFBHKAIKEOO-NTSWFWBYSA-N
CC(C)[C@H]1CC(=O)O[C@@H]1CO	UALIB-2865	16	Blazis, V.J. Chemistry of Butenolides Derived from D-Ribonolactone. M.S. Thesis, The University of Alabama, 1988.	https://ir.ua.edu/handle/123456789/6584	ZJLRHKUWYSGGNX-RNFRBKRXSA-N
CCC[C@H]1CC(=O)O[C@@H]1CO	UALIB-2866	17	Blazis, V.J. Chemistry of Butenolides Derived from D-Ribonolactone. M.S. Thesis, The University of Alabama, 1988.	https://ir.ua.edu/handle/123456789/6584	SHCOEOOUCSUSIF-NKWVEPMBSA-N
CCCC[C@H]1CC(=O)O[C@@H]1CO	UALIB-2867	18	Blazis, V.J. Chemistry of Butenolides Derived from D-Ribonolactone. M.S. Thesis, The University of Alabama, 1988.	https://ir.ua.edu/handle/123456789/6584	SKJUEUZKMLSUQQ-JGVFFNPUSA-N
C[C@H]1CC(=O)O[C@@H]1COC(C)=O.C[C@H]1CC(=O)O[C@H]1COC(C)=O	UALIB-2868	21 (mixture)	Blazis, V.J. Chemistry of Butenolides Derived from D-Ribonolactone. M.S. Thesis, The University of Alabama, 1988.	https://ir.ua.edu/handle/123456789/6584	MBDSQHSEYDDWBU-WZHYLXEZSA-N
CC[C@H]1CC(=O)O[C@@H]1COC(C)=O.CC[C@H]1CC(=O)O[C@H]1COC(C)=O	UALIB-2869	22 (mixture)	Blazis, V.J. Chemistry of Butenolides Derived from D-Ribonolactone. M.S. Thesis, The University of Alabama, 1988.	https://ir.ua.edu/handle/123456789/6584	SCXGVIRGTHYZDO-QPJLITDASA-N
CC(C)[C@H]1CC(=O)O[C@@H]1COC(C)=O.CC(C)[C@H]1CC(=O)O[C@H]1COC(C)=O	UALIB-2870	23 (mixture)	Blazis, V.J. Chemistry of Butenolides Derived from D-Ribonolactone. M.S. Thesis, The University of Alabama, 1988.	https://ir.ua.edu/handle/123456789/6584	VVPVZLHHYWGZKA-GPZNDTQBSA-N
CCCC[C@H]1CC(=O)O[C@@H]1COC(C)=O.CCCC[C@H]1CC(=O)O[C@H]1COC(C)=O	UALIB-2871	24 (mixture)	Blazis, V.J. Chemistry of Butenolides Derived from D-Ribonolactone. M.S. Thesis, The University of Alabama, 1988.	https://ir.ua.edu/handle/123456789/6584	HOAYRVQTOPWGOU-JDLGFOKNSA-N
CCC(C)[C@H]1CC(=O)O[C@@H]1COC(C)=O.CCC(C)[C@H]1CC(=O)O[C@H]1COC(C)=O	UALIB-2872	25 (mixture)	Blazis, V.J. Chemistry of Butenolides Derived from D-Ribonolactone. M.S. Thesis, The University of Alabama, 1988.	https://ir.ua.edu/handle/123456789/6584	WPABDWLCVJZPTN-OSBNMKQTSA-N
