SMILES_CHEMAXON_19.27.0	DATASOURCE_REGID	SUBSTANCE_SYNONYM	SUBSTANCE_COMMENT	SUBSTANCE_URL	INCHIKEY_1.05_CHEMAXON_19.27.0
CCCCC(CC)COC1=C(Br)C=CC(=C1)C1=CC(OCC(CC)CCCC)=C(Br)C=C1	UALIB-961	4,4'-dibromo-3,3'-bis((2-ethylhexyl)oxy)-1,1'-biphenyl	Cassidy, S.J. Electron-deficient heterofluorene conjugated polymers and small molecules. Ph.D. Thesis, The University of Alabama, 2018.	https://ir.ua.edu/handle/123456789/5352	SQDCZCDMDOCOMI-UHFFFAOYSA-N
CCCCC(CC)COC1=C(Br)C=C(I)C(=C1)C1=CC(OCC(CC)CCCC)=C(Br)C=C1I	UALIB-962	4,4'-dibromo-5,5'-bis((2-ethylhexyl)oxy)-2,2'-diiodo-1,1'-biphenyl	Cassidy, S.J. Electron-deficient heterofluorene conjugated polymers and small molecules. Ph.D. Thesis, The University of Alabama, 2018.	https://ir.ua.edu/handle/123456789/5352	KBCIFKFXOCVEGF-UHFFFAOYSA-N
[O-]S(=O)(=O)C(F)(F)F.C1CC[N+]2(CC1)C1=CC=CC=C1C1=C2C=CC=C1	UALIB-963	spiro[carbazole-9,1'-piperidin]-9-ium triflate	Cassidy, S.J. Electron-deficient heterofluorene conjugated polymers and small molecules. Ph.D. Thesis, The University of Alabama, 2018.	https://ir.ua.edu/handle/123456789/5352	KBWMTMRDRMSIPT-UHFFFAOYSA-M
[Br-].C1CC[N+]2(CC1)C1=CC=CC=C1C1=C2C=CC=C1	UALIB-964	spiro[carbazole-9,1'-piperidin]-9-ium bromide	Cassidy, S.J. Electron-deficient heterofluorene conjugated polymers and small molecules. Ph.D. Thesis, The University of Alabama, 2018.	https://ir.ua.edu/handle/123456789/5352	PLWWGFKSJHMNSC-UHFFFAOYSA-M
CCCCC(CC)CC(CC(=O)OC)CC(=O)OC	UALIB-965	dimethyl 3-(2-ethylhexyl)pentanedioate	Cassidy, S.J. Electron-deficient heterofluorene conjugated polymers and small molecules. Ph.D. Thesis, The University of Alabama, 2018.	https://ir.ua.edu/handle/123456789/5352	ZPRRCLRNKAGFCK-UHFFFAOYSA-N
CCCCC(CC)CC(CCO)CCN1C2=CC(Br)=CC=C2C2=C1C=C(Br)C=C2	UALIB-966	3-(2-(2,7-dibromo-9H-carbazol-9-yl)ethyl)-5-ethylnonan-1-ol	Cassidy, S.J. Electron-deficient heterofluorene conjugated polymers and small molecules. Ph.D. Thesis, The University of Alabama, 2018.	https://ir.ua.edu/handle/123456789/5352	SPVUMXSIDFZMGK-UHFFFAOYSA-N
