DATASOURCE_REGID	SMILES_RDKIT_2019.09.2	SUBSTANCE_SYNONYM	SUBSTANCE_COMMENT	SUBSTANCE_URL	INCHI_1.05_RDKIT_2019.09.2	INCHIKEY_1.05_RDKIT_2019.09.2	INCHIKEY_1.05_CHEMAXON_19.27.0	SMILES_CHEMAXON_19.27.0	INCHIKEY MATCH?
UALIB-418	CC(C)(C)OC(=O)N[C@@H](CC1=CC=CC=C1)C(O)C(Cl)(Cl)Cl	tert-butyl (2S)-4,4,4,-trichloro-3-hydroxy-1-phenylbutan-2-yl carbamate	Cafiero, L. New synthetic applications of trichloromethyl carbinols in synthesis. Ph.D. Thesis, The University of Alabama, 2009.	https://ir.ua.edu/handle/123456789/615	InChI=1S/C15H20Cl3NO3/c1-14(2,3)22-13(21)19-11(12(20)15(16,17)18)9-10-7-5-4-6-8-10/h4-8,11-12,20H,9H2,1-3H3,(H,19,21)/t11-,12?/m0/s1	QQBIKOWCOGEMLF-PXYINDEMSA-N	QQBIKOWCOGEMLF-PXYINDEMSA-N	CC(C)(C)OC(=O)N[C@@H](CC1=CC=CC=C1)C(O)C(Cl)(Cl)Cl	TRUE
UALIB-419	COC(=O)C([C@H](CC1=CC=CC=C1)NC(=O)OC(C)(C)C)C(Cl)(Cl)Cl	(S)-3-tert-butyoxycarbonylamino-4-phenylbutyric acid methyl ester	Cafiero, L. New synthetic applications of trichloromethyl carbinols in synthesis. Ph.D. Thesis, The University of Alabama, 2009.	https://ir.ua.edu/handle/123456789/615	InChI=1S/C17H22Cl3NO4/c1-16(2,3)25-15(23)21-12(10-11-8-6-5-7-9-11)13(14(22)24-4)17(18,19)20/h5-9,12-13H,10H2,1-4H3,(H,21,23)/t12-,13?/m0/s1	MFBLAFGCTFMTEO-UEWDXFNNSA-N	MFBLAFGCTFMTEO-UEWDXFNNSA-N	COC(=O)C([C@H](CC1=CC=CC=C1)NC(=O)OC(C)(C)C)C(Cl)(Cl)Cl	TRUE
UALIB-420	COC(=O)C[C@H](CC1=CC=CC=C1)NC(=O)[C@](OC)(C1=CC=CC=C1)C(F)(F)F	(S)-4-phenyl-3-((R)-3,3,3-trifluoro-2-methoxy-2-phenylpropionylamino)butyric acid methyl ester	Cafiero, L. New synthetic applications of trichloromethyl carbinols in synthesis. Ph.D. Thesis, The University of Alabama, 2009.	https://ir.ua.edu/handle/123456789/615	InChI=1S/C21H22F3NO4/c1-28-18(26)14-17(13-15-9-5-3-6-10-15)25-19(27)20(29-2,21(22,23)24)16-11-7-4-8-12-16/h3-12,17H,13-14H2,1-2H3,(H,25,27)/t17-,20+/m0/s1	RABWHCRIXDQZPH-FXAWDEMLSA-N	RABWHCRIXDQZPH-FXAWDEMLSA-N	COC(=O)C[C@H](CC1=CC=CC=C1)NC(=O)[C@](OC)(C1=CC=CC=C1)C(F)(F)F	TRUE
UALIB-421	[2H]C(CCC1=CC=CC=C1)C(=O)O	4-phenyl-2-deuterobutyric acid	Cafiero, L. New synthetic applications of trichloromethyl carbinols in synthesis. Ph.D. Thesis, The University of Alabama, 2009.	https://ir.ua.edu/handle/123456789/615	InChI=1S/C10H12O2/c11-10(12)8-4-7-9-5-2-1-3-6-9/h1-3,5-6H,4,7-8H2,(H,11,12)/i8D	OBKXEAXTFZPCHS-BNEYPBHNSA-N	OBKXEAXTFZPCHS-BNEYPBHNSA-N	[2H]C(CCC1=CC=CC=C1)C(O)=O	TRUE
UALIB-422	C=CCC1=C(O)C(C=O)=CC=C1	3-allyl-2-hydroxybenzaldehyde	Cafiero, L. New synthetic applications of trichloromethyl carbinols in synthesis. Ph.D. Thesis, The University of Alabama, 2009.	https://ir.ua.edu/handle/123456789/615	InChI=1S/C10H10O2/c1-2-4-8-5-3-6-9(7-11)10(8)12/h2-3,5-7,12H,1,4H2	INLWEXRRMUMHKB-UHFFFAOYSA-N	INLWEXRRMUMHKB-UHFFFAOYSA-N	[H]C(=O)C1=CC=CC(CC=C)=C1O	TRUE
UALIB-423	C=CCC1=C(O[Si](C)(C)C(C)(C)C)C(C(O[Si](C)(C)C(C)(C)C)C(Cl)(Cl)Cl)=CC=C1	1-allyl-2-(tert-butyldimethylsilanyloxy)-3-[1-(tert-butyldimethylsilanyloxy)-2,2,2-trichlorosethyl]benzene	Cafiero, L. New synthetic applications of trichloromethyl carbinols in synthesis. Ph.D. Thesis, The University of Alabama, 2009.	https://ir.ua.edu/handle/123456789/615	InChI=1S/C23H39Cl3O2Si2/c1-12-14-17-15-13-16-18(19(17)27-29(8,9)21(2,3)4)20(23(24,25)26)28-30(10,11)22(5,6)7/h12-13,15-16,20H,1,14H2,2-11H3	FRGMJAIMQSEGHS-UHFFFAOYSA-N	FRGMJAIMQSEGHS-UHFFFAOYSA-N	CC(C)(C)[Si](C)(C)OC(C1=CC=CC(CC=C)=C1O[Si](C)(C)C(C)(C)C)C(Cl)(Cl)Cl	TRUE
UALIB-424	CC(C)(C)[Si](C)(C)OC1=C(CCO)C=CC=C1C(O[Si](C)(C)C(C)(C)C)C(Cl)(Cl)Cl	2-{2-(tert-butyldimethylsilanyloxy)-3-[1-tert-butyldimethylsilanyloxy)-2,2,2-trichloroethyl]phenyl}ethanol	Cafiero, L. New synthetic applications of trichloromethyl carbinols in synthesis. Ph.D. Thesis, The University of Alabama, 2009.	https://ir.ua.edu/handle/123456789/615	InChI=1S/C22H39Cl3O3Si2/c1-20(2,3)29(7,8)27-18-16(14-15-26)12-11-13-17(18)19(22(23,24)25)28-30(9,10)21(4,5)6/h11-13,19,26H,14-15H2,1-10H3	IFSUVMHMONYFTB-UHFFFAOYSA-N	IFSUVMHMONYFTB-UHFFFAOYSA-N	CC(C)(C)[Si](C)(C)OC(C1=CC=CC(CCO)=C1O[Si](C)(C)C(C)(C)C)C(Cl)(Cl)Cl	TRUE
UALIB-425	CC(C)(C)[Si](C)(C)OCCC1=C(O[Si](C)(C)C(C)(C)C)C(C(O[Si](C)(C)C(C)(C)C)C(Cl)(Cl)Cl)=CC=C1	2-(tert-butyldimethylsilanyloxy)-1-[2-(tert-butyldimethylsilanyloxy)ethyl]-3-[1-(tert-butyldimethylsilanyloxy)-2,2,2,-trichloroethyl]benzene	Cafiero, L. New synthetic applications of trichloromethyl carbinols in synthesis. Ph.D. Thesis, The University of Alabama, 2009.	https://ir.ua.edu/handle/123456789/615	InChI=1S/C28H53Cl3O3Si3/c1-25(2,3)35(10,11)32-20-19-21-17-16-18-22(23(21)33-36(12,13)26(4,5)6)24(28(29,30)31)34-37(14,15)27(7,8)9/h16-18,24H,19-20H2,1-15H3	OPIQHIHWYRXYHE-UHFFFAOYSA-N	OPIQHIHWYRXYHE-UHFFFAOYSA-N	CC(C)(C)[Si](C)(C)OCCC1=C(O[Si](C)(C)C(C)(C)C)C(=CC=C1)C(O[Si](C)(C)C(C)(C)C)C(Cl)(Cl)Cl	TRUE
UALIB-426	O=CC1=CC=CC(CCO)=C1O	2-hydroxy-3-(2-hydroxyethyl)benzaldehyde	Cafiero, L. New synthetic applications of trichloromethyl carbinols in synthesis. Ph.D. Thesis, The University of Alabama, 2009.	https://ir.ua.edu/handle/123456789/615	InChI=1S/C9H10O3/c10-5-4-7-2-1-3-8(6-11)9(7)12/h1-3,6,10,12H,4-5H2	HBUNAWHTNVOKBJ-UHFFFAOYSA-N	HBUNAWHTNVOKBJ-UHFFFAOYSA-N	[H]C(=O)C1=CC=CC(CCO)=C1O	TRUE
UALIB-427	CC(C)(C)[Si](C)(C)OC1=C(CC2OCCCO2)C=CC=C1C(O[Si](C)(C)C(C)(C)C)C(Cl)(Cl)Cl	2-{2-(tert-butyldimethylsilanyloxy)ethyl]-3-[1-(tert-butyldimethylsilanyloxy)-2,2,2-trichloroethyl]benzyl}-[1,2]dioxane	Cafiero, L. New synthetic applications of trichloromethyl carbinols in synthesis. Ph.D. Thesis, The University of Alabama, 2009.	https://ir.ua.edu/handle/123456789/615	InChI=1S/C25H43Cl3O4Si2/c1-23(2,3)33(7,8)31-21-18(17-20-29-15-12-16-30-20)13-11-14-19(21)22(25(26,27)28)32-34(9,10)24(4,5)6/h11,13-14,20,22H,12,15-17H2,1-10H3	YPLAKXZSDZVNMO-UHFFFAOYSA-N	YPLAKXZSDZVNMO-UHFFFAOYSA-N	CC(C)(C)[Si](C)(C)OC(C1=CC=CC(CC2OCCCO2)=C1O[Si](C)(C)C(C)(C)C)C(Cl)(Cl)Cl	TRUE
UALIB-428	CC(C)(C)[Si](C)(C)OC1=C(CC=O)C=CC=C1C(O[Si](C)(C)C(C)(C)C)C(Cl)(Cl)Cl	{2-(tert-butyldimethylsilanyloxy)-3-[1-(tert-butyldimethylsilanyloxy)-2,2,2-trichloroethyl]phenyl}acetaldehyde	Cafiero, L. New synthetic applications of trichloromethyl carbinols in synthesis. Ph.D. Thesis, The University of Alabama, 2009.	https://ir.ua.edu/handle/123456789/615	InChI=1S/C22H37Cl3O3Si2/c1-20(2,3)29(7,8)27-18-16(14-15-26)12-11-13-17(18)19(22(23,24)25)28-30(9,10)21(4,5)6/h11-13,15,19H,14H2,1-10H3	AOBPPMKCJDYTME-UHFFFAOYSA-N	AOBPPMKCJDYTME-UHFFFAOYSA-N	CC(C)(C)[Si](C)(C)OC(C1=CC=CC(CC=O)=C1O[Si](C)(C)C(C)(C)C)C(Cl)(Cl)Cl	TRUE
UALIB-429	O=CC1=CC=CC(CC2OCCCO2)=C1O	3-[1,3]-dioxan-2-ylmethyl-2-hydroxybenzaldehyde	Cafiero, L. New synthetic applications of trichloromethyl carbinols in synthesis. Ph.D. Thesis, The University of Alabama, 2009.	https://ir.ua.edu/handle/123456789/615	InChI=1S/C12H14O4/c13-8-10-4-1-3-9(12(10)14)7-11-15-5-2-6-16-11/h1,3-4,8,11,14H,2,5-7H2	GWXYQAWRQKHVCY-UHFFFAOYSA-N	GWXYQAWRQKHVCY-UHFFFAOYSA-N	OC1=C(CC2OCCCO2)C=CC=C1C=O	TRUE
UALIB-430	CC(C)(C)[Si](C)(C)OC(C1=CC=CC=C1)C(Cl)(Cl)Cl	tert-butyldimethyl(2,2,2,-trichloro-1-phenylethoxy)silane	Cafiero, L. New synthetic applications of trichloromethyl carbinols in synthesis. Ph.D. Thesis, The University of Alabama, 2009.	https://ir.ua.edu/handle/123456789/615	InChI=1S/C14H21Cl3OSi/c1-13(2,3)19(4,5)18-12(14(15,16)17)11-9-7-6-8-10-11/h6-10,12H,1-5H3	XZCYRTZJVIJKJU-UHFFFAOYSA-N	XZCYRTZJVIJKJU-UHFFFAOYSA-N	CC(C)(C)[Si](C)(C)OC(C1=CC=CC=C1)C(Cl)(Cl)Cl	TRUE
