DATASOURCE_REGID	SMILES_RDKIT_2019.09.2	SUBSTANCE_SYNONYM	SUBSTANCE_COMMENT	SUBSTANCE_URL	INCHI_1.05_RDKIT_2019.09.2	INCHIKEY_1.05_RDKIT_2019.09.2	INCHIKEY_1.05_CHEMAXON_19.27.0	SMILES_CHEMAXON_19.27.0	INCHIKEYS MATCH?
UALIB-1054	CC(=O)OC[C@@]12C=C[C@@](CO)(CC(=O)C1)O2	(-)-1S,5R-1-Acetoxymethyl-5-hydroxymethyl-8-oxabicyclo[3.2.1]oct-6-en-3-one	Lee, K. A formal synthesis of (+)-phorbol. Ph.D. Thesis, The University of Alabama, 2001.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1305068	InChI=1S/C11H14O5/c1-8(13)15-7-11-3-2-10(6-12,16-11)4-9(14)5-11/h2-3,12H,4-7H2,1H3/t10-,11+/m0/s1	QOMGZLFRQMUMEH-WDEREUQCSA-N	QOMGZLFRQMUMEH-WDEREUQCSA-N	CC(=O)OC[C@@]12CC(=O)C[C@@](CO)(O1)C=C2	TRUE
UALIB-1055	CC(=O)OC[C@@]12C=C[C@@](CO[Si](C)(C)C(C)(C)C)(CC(=O)C1)O2	(-)-1R,5S-5-Acetoxymethyl-1-tert-butyldimethylsiloxymethyl-8-oxabicyclo[3.2.1]oct-6-en-3-one	Lee, K. A formal synthesis of (+)-phorbol. Ph.D. Thesis, The University of Alabama, 2001.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1305068	InChI=1S/C17H28O5Si/c1-13(18)20-11-16-7-8-17(22-16,10-14(19)9-16)12-21-23(5,6)15(2,3)4/h7-8H,9-12H2,1-6H3/t16-,17+/m1/s1	NYWHHEXCQXXINZ-SJORKVTESA-N	NYWHHEXCQXXINZ-SJORKVTESA-N	CC(=O)OC[C@@]12CC(=O)C[C@@](CO[Si](C)(C)C(C)(C)C)(O1)C=C2	TRUE
UALIB-1056	CC(=O)OC[C@@]12C=C[C@@](CO[Si](C)(C)C(C)(C)C)(C[C@@H](O)C1)O2	(-)-1R,3S,5S-5-Acetoxymethyl-1-tert-butyldimethylsiloxymethyl-8-oxabicyclo[3.2.1]oct-6-en-3-ol	Lee, K. A formal synthesis of (+)-phorbol. Ph.D. Thesis, The University of Alabama, 2001.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1305068	InChI=1S/C17H30O5Si/c1-13(18)20-11-16-7-8-17(22-16,10-14(19)9-16)12-21-23(5,6)15(2,3)4/h7-8,14,19H,9-12H2,1-6H3/t14-,16+,17-/m0/s1	FJTIBBDODVSKQT-UAGQMJEPSA-N	FJTIBBDODVSKQT-UAGQMJEPSA-N	CC(=O)OC[C@@]12C[C@H](O)C[C@@](CO[Si](C)(C)C(C)(C)C)(O1)C=C2	TRUE
UALIB-1057	CC(=O)OC[C@@]12C=C[C@@](CO[Si](C)(C)C(C)(C)C)(C[C@@H](OCOCC3=CC=CC=C3)C1)O2	(-)-1R,3S,5S-5-Acetoxymethyl-3-benzyloxymethoxy-1-tert-butyldimethylsiloxymethyl-8-oxabicyclo[3.2.1]oct-6-ene	Lee, K. A formal synthesis of (+)-phorbol. Ph.D. Thesis, The University of Alabama, 2001.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1305068	InChI=1S/C25H38O6Si/c1-20(26)28-17-24-12-13-25(31-24,18-30-32(5,6)23(2,3)4)15-22(14-24)29-19-27-16-21-10-8-7-9-11-21/h7-13,22H,14-19H2,1-6H3/t22-,24+,25-/m0/s1	MKPUKHINZQHKLD-CAOCKLPOSA-N	MKPUKHINZQHKLD-CAOCKLPOSA-N	CC(=O)OC[C@@]12C[C@@H](C[C@@](CO[Si](C)(C)C(C)(C)C)(O1)C=C2)OCOCC1=CC=CC=C1	TRUE
UALIB-1058	CC(C)(C)[Si](C)(C)OC[C@]12C=C[C@](CO)(C[C@H](OCOCC3=CC=CC=C3)C1)O2	(+)-1R,3S,5S-3-benzyloxymethoxy-1-tert-butyldimethylsiloxymethyl-5-hydroxymethyl-8-oxabicyclo[3.2.1]oct-6-ene	Lee, K. A formal synthesis of (+)-phorbol. Ph.D. Thesis, The University of Alabama, 2001.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1305068	InChI=1S/C23H36O5Si/c1-21(2,3)29(4,5)27-17-23-12-11-22(16-24,28-23)13-20(14-23)26-18-25-15-19-9-7-6-8-10-19/h6-12,20,24H,13-18H2,1-5H3/t20-,22+,23-/m0/s1	JTULMCOHCYGLAJ-WWNPGLIZSA-N	JTULMCOHCYGLAJ-WWNPGLIZSA-N	CC(C)(C)[Si](C)(C)OC[C@]12C[C@H](C[C@](CO)(O1)C=C2)OCOCC1=CC=CC=C1	TRUE
UALIB-1059	O=C(C=P(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)N1C(=O)OC[C@H]1C1=CC=CC=C1	(-)-Carbo(4R-phenyl-1,3-oxazolidin-2-on-3-yl)methylenetriphenylphosphorane	Lee, K. A formal synthesis of (+)-phorbol. Ph.D. Thesis, The University of Alabama, 2001.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1305068	InChI=1S/C29H24NO3P/c31-28(30-27(21-33-29(30)32)23-13-5-1-6-14-23)22-34(24-15-7-2-8-16-24,25-17-9-3-10-18-25)26-19-11-4-12-20-26/h1-20,22,27H,21H2/t27-/m0/s1	WDPNITMJSPALDT-MHZLTWQESA-N	WDPNITMJSPALDT-MHZLTWQESA-N	O=C(C=P(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)N1[C@@H](COC1=O)C1=CC=CC=C1	TRUE
UALIB-1060	CC(C)(C)[Si](C)(C)OC[C@]12C=C[C@](/C=C/C(=O)N3C(=O)OC[C@H]3C3=CC=CC=C3)(C[C@H](OCOCC3=CC=CC=C3)C1)O2	(-)-1R,3S,5S-3-benzyloxymethoxy-1-tert-butyldimethylsiloxymethyl-5-[3-oxo-3-(4R-phenyl-1,3-oxazolidin-2-on-3-yl)prop-1E-enyl]-8-oxabicyclo[3.2.1]oct-6-ene	Lee, K. A formal synthesis of (+)-phorbol. Ph.D. Thesis, The University of Alabama, 2001.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1305068	InChI=1S/C34H43NO7Si/c1-32(2,3)43(4,5)41-24-34-19-18-33(42-34,20-28(21-34)40-25-38-22-26-12-8-6-9-13-26)17-16-30(36)35-29(23-39-31(35)37)27-14-10-7-11-15-27/h6-19,28-29H,20-25H2,1-5H3/b17-16+/t28-,29-,33+,34-/m0/s1	VGQWIPYMOGTJTK-WTTJCFGUSA-N	VGQWIPYMOGTJTK-WTTJCFGUSA-N	CC(C)(C)[Si](C)(C)OC[C@]12C[C@H](C[C@@](O1)(\C=C\C(=O)N1[C@@H](COC1=O)C1=CC=CC=C1)C=C2)OCOCC1=CC=CC=C1	TRUE
UALIB-1061	C[C@H](CC(=O)N1C(=O)OC[C@H]1C1=CC=CC=C1)[C@@]12C=C[C@@](CO[Si](C)(C)C(C)(C)C)(C[C@@H](OCOCC3=CC=CC=C3)C1)O2	(-)-1R,3S,5S-3-benzyloxymethoxy-1-tert-butyldimethylsiloxymethyl-5-[1R-methyl-3-oxo-3-(4R-phenyl-1,3-oxazolidin-2-on-3-yl)propanyl]-8-oxabicyclo[3.2.1]oct-6-ene	Lee, K. A formal synthesis of (+)-phorbol. Ph.D. Thesis, The University of Alabama, 2001.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1305068	InChI=1S/C35H47NO7Si/c1-26(19-31(37)36-30(23-40-32(36)38)28-15-11-8-12-16-28)35-18-17-34(43-35,24-42-44(5,6)33(2,3)4)20-29(21-35)41-25-39-22-27-13-9-7-10-14-27/h7-18,26,29-30H,19-25H2,1-6H3/t26-,29-,30+,34+,35-/m1/s1	FPAMZKCHTWAHLQ-WYZCXRIISA-N	FPAMZKCHTWAHLQ-WYZCXRIISA-N	C[C@H](CC(=O)N1[C@@H](COC1=O)C1=CC=CC=C1)[C@@]12C[C@@H](C[C@@](CO[Si](C)(C)C(C)(C)C)(O1)C=C2)OCOCC1=CC=CC=C1	TRUE
UALIB-1062	C[C@H](CCO)[C@@]12C=C[C@@](CO[Si](C)(C)C(C)(C)C)(C[C@@H](OCOCC3=CC=CC=C3)C1)O2	(+)-1R,3S,5S-3-benzyloxymethoxy-1-tert-butyldimethylsiloxymethyl-5-[1R-methyl-3-hydroxypropanyl]-8-oxabicyclo[3.2.1]oct-6-ene	Lee, K. A formal synthesis of (+)-phorbol. Ph.D. Thesis, The University of Alabama, 2001.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1305068	InChI=1S/C26H42O5Si/c1-21(12-15-27)26-14-13-25(31-26,19-30-32(5,6)24(2,3)4)16-23(17-26)29-20-28-18-22-10-8-7-9-11-22/h7-11,13-14,21,23,27H,12,15-20H2,1-6H3/t21-,23-,25+,26-/m1/s1	IHWMUUZPFZCDGR-VBSYDLGNSA-N	IHWMUUZPFZCDGR-VBSYDLGNSA-N	C[C@H](CCO)[C@@]12C[C@@H](C[C@@](CO[Si](C)(C)C(C)(C)C)(O1)C=C2)OCOCC1=CC=CC=C1	TRUE
UALIB-1063	C[C@H](C/C=C\I)[C@@]12C=C[C@@](CO[Si](C)(C)C(C)(C)C)(C[C@@H](OCOCC3=CC=CC=C3)C1)O2	(+)-1R,3S,5S-3-benzyloxymethoxy-1-tert-butyldimethylsiloxymethyl-5-[4-iodo-1R-methyl-but-3Z-enyl]-8-oxabicyclo[3.2.1]oct-6-ene	Lee, K. A formal synthesis of (+)-phorbol. Ph.D. Thesis, The University of Alabama, 2001.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1305068	InChI=1S/C27H41IO4Si/c1-22(11-10-16-28)27-15-14-26(32-27,20-31-33(5,6)25(2,3)4)17-24(18-27)30-21-29-19-23-12-8-7-9-13-23/h7-10,12-16,22,24H,11,17-21H2,1-6H3/b16-10-/t22-,24-,26+,27-/m1/s1	GWMQPISZSFLQBO-ZLSWFGHBSA-N	GWMQPISZSFLQBO-ZLSWFGHBSA-N	C[C@H](C\C=C/I)[C@@]12C[C@@H](C[C@@](CO[Si](C)(C)C(C)(C)C)(O1)C=C2)OCOCC1=CC=CC=C1	TRUE
UALIB-1064	C[C@@H]1CC=C[C@@H]2C[C@@]3(CO[Si](C)(C)C(C)(C)C)C[C@@H](OCOCC4=CC=CC=C4)C[C@]21O3	(-)-1R,2R,6S,8S,10R-10-Benzyloxymethoxy-8-tert-butyldimethylsiloxymethyl-2-methyl-12-oxatricyclo[6.3.1.0<1,6>]dodec-4-ene	Lee, K. A formal synthesis of (+)-phorbol. Ph.D. Thesis, The University of Alabama, 2001.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1305068	InChI=1S/C27H42O4Si/c1-21-11-10-14-23-15-26(19-30-32(5,6)25(2,3)4)16-24(17-27(21,23)31-26)29-20-28-18-22-12-8-7-9-13-22/h7-10,12-14,21,23-24H,11,15-20H2,1-6H3/t21-,23-,24-,26+,27-/m1/s1	CMBPJWGXLCHYGG-WMAQBDPDSA-N	CMBPJWGXLCHYGG-WMAQBDPDSA-N	[H][C@@]12C[C@@]3(CO[Si](C)(C)C(C)(C)C)C[C@H](C[C@@]1(O3)[C@H](C)CC=C2)OCOCC1=CC=CC=C1	TRUE
UALIB-1065	C[C@@H]1CC=C[C@@H]2C[C@@]3(CO[Si](C)(C)C(C)(C)C)C[C@@H](O)C[C@]21O3	(-)-1R,2R,6S,8S,10R-8-tert-butyldimethylsiloxymethyl-2-methyl-12-oxatricyclo[6.3.1.0<1,6>]dodec-4-en-10-ol	Lee, K. A formal synthesis of (+)-phorbol. Ph.D. Thesis, The University of Alabama, 2001.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1305068	InChI=1S/C19H34O3Si/c1-14-8-7-9-15-10-18(11-16(20)12-19(14,15)22-18)13-21-23(5,6)17(2,3)4/h7,9,14-16,20H,8,10-13H2,1-6H3/t14-,15-,16-,18+,19-/m1/s1	PJJBWQYZFSQIKK-LLLOQXOTSA-N	PJJBWQYZFSQIKK-LLLOQXOTSA-N	[H][C@@]12C[C@@]3(CO[Si](C)(C)C(C)(C)C)C[C@@H](O)C[C@@]1(O3)[C@H](C)CC=C2	TRUE
UALIB-1066	C[C@@H]1CC=C[C@@H]2C[C@@]3(CO[Si](C)(C)C(C)(C)C)CC(=O)C[C@]21O3	(-)-1R,2R,6S,8S-8-tert-butyldimethylsiloxymethyl-2-methyl-12-oxatricyclo[6.3.1.0<1,6>]dodec-4-en-10-one	Lee, K. A formal synthesis of (+)-phorbol. Ph.D. Thesis, The University of Alabama, 2001.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1305068	InChI=1S/C19H32O3Si/c1-14-8-7-9-15-10-18(11-16(20)12-19(14,15)22-18)13-21-23(5,6)17(2,3)4/h7,9,14-15H,8,10-13H2,1-6H3/t14-,15-,18+,19-/m1/s1	TXTAUURHTWHGQH-VVWQDTPRSA-N	TXTAUURHTWHGQH-VVWQDTPRSA-N	[H][C@@]12C[C@@]3(CO[Si](C)(C)C(C)(C)C)CC(=O)C[C@@]1(O3)[C@H](C)CC=C2	TRUE
UALIB-1067	C[C@@H]1CC=C[C@@H]2C[C@@]3(CO[Si](C)(C)C(C)(C)C)C=C(O[Si](C)(C)C(C)(C)C)C[C@]21O3	(-)-1R,2R,6S,8S-10-tert-butyldimethylsiloxy-8-tert-butyldimethylsiloxymethyl-2-methyl-12-oxatricyclo[6.3.1.0<1,6>]dodec-4,9-diene	Lee, K. A formal synthesis of (+)-phorbol. Ph.D. Thesis, The University of Alabama, 2001.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1305068	InChI=1S/C25H46O3Si2/c1-19-13-12-14-20-15-24(18-26-29(8,9)22(2,3)4)16-21(17-25(19,20)28-24)27-30(10,11)23(5,6)7/h12,14,16,19-20H,13,15,17-18H2,1-11H3/t19-,20-,24+,25-/m1/s1	ZCMUFCSSLJUDRD-KYXKYNKESA-N	ZCMUFCSSLJUDRD-KYXKYNKESA-N	[H][C@@]12C[C@]3(CO[Si](C)(C)C(C)(C)C)O[C@]1(CC(O[Si](C)(C)C(C)(C)C)=C3)[C@H](C)CC=C2	TRUE
UALIB-1068	C[C@@H]1CC=C[C@@H]2C[C@@]3(CO[Si](C)(C)C(C)(C)C)CC(O[Si](C)(C)C(C)(C)C)=C[C@]21O3	(-)-1R,2R,6S,8S-10-tert-butyldimethylsiloxy-8-tert-butyldimethylsiloxymethyl-2-methyl-12-oxatricyclo[6.3.1.0<1,6>]dodec-4,10-diene	Lee, K. A formal synthesis of (+)-phorbol. Ph.D. Thesis, The University of Alabama, 2001.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1305068	InChI=1S/C25H46O3Si2/c1-19-13-12-14-20-15-24(18-26-29(8,9)22(2,3)4)16-21(17-25(19,20)28-24)27-30(10,11)23(5,6)7/h12,14,17,19-20H,13,15-16,18H2,1-11H3/t19-,20-,24+,25-/m1/s1	VYHNTEVYZQVDHN-KYXKYNKESA-N	VYHNTEVYZQVDHN-KYXKYNKESA-N	[H][C@@]12C[C@@]3(CO[Si](C)(C)C(C)(C)C)CC(O[Si](C)(C)C(C)(C)C)=C[C@@]1(O3)[C@H](C)CC=C2	TRUE
UALIB-1069	C[C@@H]1CC=C[C@@H]2C[C@@]3(CO[Si](C)(C)C(C)(C)C)CC(=O)[C@@H](I)[C@]21O3	(-)-1R,2R,6S,8S,11S-8-tert-butyldimethylsiloxymethyl-11-iodo-2-methyl-12-oxatricyclo[6.3.1.0<1,6>]dodec-4-en-10-one	Lee, K. A formal synthesis of (+)-phorbol. Ph.D. Thesis, The University of Alabama, 2001.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1305068	InChI=1S/C19H31IO3Si/c1-13-8-7-9-14-10-18(12-22-24(5,6)17(2,3)4)11-15(21)16(20)19(13,14)23-18/h7,9,13-14,16H,8,10-12H2,1-6H3/t13-,14-,16-,18+,19-/m1/s1	WKVZUBSJVPWJRL-FRFIEDCNSA-N	WKVZUBSJVPWJRL-FRFIEDCNSA-N	[H][C@@]12C[C@@]3(CO[Si](C)(C)C(C)(C)C)CC(=O)[C@@H](I)[C@@]1(O3)[C@H](C)CC=C2	TRUE
UALIB-1070	C=CC[C@@H]1C(=O)C[C@]2(CO[Si](C)(C)C(C)(C)C)C[C@H]3C=CC[C@@H](C)[C@@]31O2	(-)-1R,2R,6S,8S,11S-8-tert-butyldimethylsiloxymethyl-2-methyl-11-(2-propenyl)-12-oxatricyclo[6.3.1.0<1,6>]dodec-4-en-10-one	Lee, K. A formal synthesis of (+)-phorbol. Ph.D. Thesis, The University of Alabama, 2001.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1305068	InChI=1S/C22H36O3Si/c1-8-10-18-19(23)14-21(15-24-26(6,7)20(3,4)5)13-17-12-9-11-16(2)22(17,18)25-21/h8-9,12,16-18H,1,10-11,13-15H2,2-7H3/t16-,17-,18-,21+,22-/m1/s1	WDDDHVXFBLSKDF-SCFBQEJPSA-N	WDDDHVXFBLSKDF-SCFBQEJPSA-N	[H][C@@]12C[C@@]3(CO[Si](C)(C)C(C)(C)C)CC(=O)[C@@H](CC=C)[C@@]1(O3)[C@H](C)CC=C2	TRUE
UALIB-1071	CC(C)(C)[Si](C)(C)OC[C@]12C=C[C@](CO)(CC(=O)C1)O2	(+)-1R,5S-1-tert-Butyldimethylsiloxymethyl-5-hydroxymethyl-8-oxabicyclo[3.2.1]oct-6-en-3-one	Lee, K. A formal synthesis of (+)-phorbol. Ph.D. Thesis, The University of Alabama, 2001.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1305068	InChI=1S/C15H26O4Si/c1-13(2,3)20(4,5)18-11-15-7-6-14(10-16,19-15)8-12(17)9-15/h6-7,16H,8-11H2,1-5H3/t14-,15+/m1/s1	SWZKYZNHUCBJOV-CABCVRRESA-N	SWZKYZNHUCBJOV-CABCVRRESA-N	CC(C)(C)[Si](C)(C)OC[C@]12CC(=O)C[C@](CO)(O1)C=C2	TRUE
UALIB-1072	CC(C)(C)[Si](C)(C)OC[C@]12C=C[C@](COCOCC3=CC=CC=C3)(CC(=O)C1)O2	(-)-1R,5S-5-benzyloxymethoxymethyl-1-tert-butyldimethylsiloxymethyl-8-oxabicyclo[3.2.1]oct-6-en-3-one	Lee, K. A formal synthesis of (+)-phorbol. Ph.D. Thesis, The University of Alabama, 2001.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1305068	InChI=1S/C23H34O5Si/c1-21(2,3)29(4,5)27-17-23-12-11-22(28-23,13-20(24)14-23)16-26-18-25-15-19-9-7-6-8-10-19/h6-12H,13-18H2,1-5H3/t22-,23+/m1/s1	WPLOFKJLHVBIDV-PKTZIBPZSA-N	WPLOFKJLHVBIDV-PKTZIBPZSA-N	CC(C)(C)[Si](C)(C)OC[C@]12CC(=O)C[C@](COCOCC3=CC=CC=C3)(O1)C=C2	TRUE
UALIB-1073	C=C1C(=O)C[C@]2(CO[Si](C)(C)C(C)(C)C)C=C[C@@]1(COCOCC1=CC=CC=C1)O2	(+)-1R,5S-5-benzyloxymethoxymethyl-1-tert-butyldimethylsiloxymethyl-4-methenyl-8-oxabicyclo[3.2.1]oct-6-en-3-one	Lee, K. A formal synthesis of (+)-phorbol. Ph.D. Thesis, The University of Alabama, 2001.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1305068	InChI=1S/C24H34O5Si/c1-19-21(25)14-23(16-28-30(5,6)22(2,3)4)12-13-24(19,29-23)17-27-18-26-15-20-10-8-7-9-11-20/h7-13H,1,14-18H2,2-6H3/t23-,24-/m0/s1	ZCTDFMQVCOZGOP-ZEQRLZLVSA-N	ZCTDFMQVCOZGOP-ZEQRLZLVSA-N	CC(C)(C)[Si](C)(C)OC[C@]12CC(=O)C(=C)[C@](COCOCC3=CC=CC=C3)(O1)C=C2	TRUE
UALIB-1074	C=CC[C@@H]1C(=O)C[C@]2(CO[Si](C)(C)C(C)(C)C)C=C[C@@]1(COCOCC1=CC=CC=C1)O2	(+)-1R,4S,5S-5-benzyloxymethoxymethyl-1-tert-butyldimethylsiloxymethyl-4-(prop-2-enyl)-8-oxabicyclo[3.2.1]oct-6-en-3-one	Lee, K. A formal synthesis of (+)-phorbol. Ph.D. Thesis, The University of Alabama, 2001.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1305068	InChI=1S/C26H38O5Si/c1-7-11-22-23(27)16-25(18-30-32(5,6)24(2,3)4)14-15-26(22,31-25)19-29-20-28-17-21-12-9-8-10-13-21/h7-10,12-15,22H,1,11,16-20H2,2-6H3/t22-,25+,26+/m1/s1	VRJHUQPRLQOLFP-RZFJZAQRSA-N	VRJHUQPRLQOLFP-RZFJZAQRSA-N	CC(C)(C)[Si](C)(C)OC[C@]12CC(=O)[C@@H](CC=C)[C@](COCOCC3=CC=CC=C3)(O1)C=C2	TRUE
UALIB-1075	CC(C)(C)[Si](C)(C)OC[C@@]12C=C[C@@](COCOCC3=CC=CC=C3)(O1)[C@@H](I)C(=O)C2	(-)-1R,4R,5S-5-benzyloxymethoxymethyl-1-tert-butyldimethylsiloxymethyl-4-iodo-8-oxabicyclo[3.2.1]oct-6-en-3-one	Lee, K. A formal synthesis of (+)-phorbol. Ph.D. Thesis, The University of Alabama, 2001.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1305068	InChI=1S/C23H33IO5Si/c1-21(2,3)30(4,5)28-15-22-11-12-23(29-22,20(24)19(25)13-22)16-27-17-26-14-18-9-7-6-8-10-18/h6-12,20H,13-17H2,1-5H3/t20-,22-,23-/m0/s1	ZDBWMVWGEHMQDS-PMVMPFDFSA-N	ZDBWMVWGEHMQDS-PMVMPFDFSA-N	CC(C)(C)[Si](C)(C)OC[C@]12CC(=O)[C@H](I)[C@](COCOCC3=CC=CC=C3)(O1)C=C2	TRUE
UALIB-1076	C=CC[C@H]1C(=O)C[C@]2(CO[Si](C)(C)C(C)(C)C)C=C[C@@]1(COCOCC1=CC=CC=C1)O2	(-)-1R,4R,5S-5-benzyloxymethoxymethyl-1-tert-butyldimethylsiloxymethyl-4-(prop-2-enyl)-8-oxabicyclo[3.2.1]oct-6-en-3-one	Lee, K. A formal synthesis of (+)-phorbol. Ph.D. Thesis, The University of Alabama, 2001.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1305068	InChI=1S/C26H38O5Si/c1-7-11-22-23(27)16-25(18-30-32(5,6)24(2,3)4)14-15-26(22,31-25)19-29-20-28-17-21-12-9-8-10-13-21/h7-10,12-15,22H,1,11,16-20H2,2-6H3/t22-,25-,26-/m0/s1	VRJHUQPRLQOLFP-HRNNMHKYSA-N	VRJHUQPRLQOLFP-HRNNMHKYSA-N	CC(C)(C)[Si](C)(C)OC[C@]12CC(=O)[C@H](CC=C)[C@](COCOCC3=CC=CC=C3)(O1)C=C2	TRUE
UALIB-1077	C=CC[C@@H]1[C@](C#CC2=CC=CC=C2)(O[Si](C)(C)C)C[C@]2(CO[Si](C)(C)C(C)(C)C)C=C[C@@]1(COCOCC1=CC=CC=C1)O2	(+)-1R,3R,4S,5S-5-benzyloxymethoxymethyl-1-tert-butyldimethylsiloxymethyl-3-phenylethynyl-4-(prop-2-enyl)-3-trimethylsiloxy-8-oxabicyclo[3.2.1]oct-6-ene	Lee, K. A formal synthesis of (+)-phorbol. Ph.D. Thesis, The University of Alabama, 2001.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1305068	InChI=1S/C37H52O5Si2/c1-10-17-33-36(42-43(5,6)7,23-22-31-18-13-11-14-19-31)27-35(28-40-44(8,9)34(2,3)4)24-25-37(33,41-35)29-39-30-38-26-32-20-15-12-16-21-32/h10-16,18-21,24-25,33H,1,17,26-30H2,2-9H3/t33-,35+,36-,37+/m1/s1	KDODUHAWRQARNF-JTTJSRJUSA-N	KDODUHAWRQARNF-JTTJSRJUSA-N	CC(C)(C)[Si](C)(C)OC[C@]12C[C@](O[Si](C)(C)C)(C#CC3=CC=CC=C3)[C@@H](CC=C)[C@](COCOCC3=CC=CC=C3)(O1)C=C2	TRUE
UALIB-1078	C=CC[C@@H]1[C@](C#CC2=CC=CC=C2)(O[Si](C)(C)C)C[C@]2(CO[Si](C)(C)C(C)(C)C)C=C[C@@]1(CO)O2	(+)-1R,3R,4S,5S-1-tert-butyldimethylsiloxymethyl-5-hydroxymethyl-3-phenylethynyl-4-(prop-2-enyl)-3-trimethylsiloxy-8-oxabicyclo[3.2.1]oct-6-ene	Lee, K. A formal synthesis of (+)-phorbol. Ph.D. Thesis, The University of Alabama, 2001.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1305068	InChI=1S/C29H44O4Si2/c1-10-14-25-28(33-34(5,6)7,18-17-24-15-12-11-13-16-24)21-27(19-20-29(25,22-30)32-27)23-31-35(8,9)26(2,3)4/h10-13,15-16,19-20,25,30H,1,14,21-23H2,2-9H3/t25-,27+,28-,29+/m1/s1	CXXYGDKTAPFUNP-MXYFDVTLSA-N	CXXYGDKTAPFUNP-MXYFDVTLSA-N	CC(C)(C)[Si](C)(C)OC[C@]12C[C@](O[Si](C)(C)C)(C#CC3=CC=CC=C3)[C@@H](CC=C)[C@](CO)(O1)C=C2	TRUE
UALIB-1079	C=CC[C@H]1[C@@]2(/C=C/C(=O)N3C(=O)OC[C@H]3C3=CC=CC=C3)C=C[C@@](CO[Si](C)(C)C(C)(C)C)(C[C@@]1(C#CC1=CC=CC=C1)O[Si](C)(C)C)O2	(-)-1R,3R,4S,5S-1-tert-butyldimethylsiloxymethyl-5-[3-oxo-3-(4R-phenyl-1,3-oxazolidin-2-on-3-yl)prop-1E-enyl]-3-phenylethynyl-4-(prop-2-enyl)-3-trimethylsiloxy-8-oxabicyclo[3.2.1]oct-6-ene	Lee, K. A formal synthesis of (+)-phorbol. Ph.D. Thesis, The University of Alabama, 2001.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1305068	InChI=1S/C40H51NO6Si2/c1-10-17-34-39(25-23-35(42)41-33(28-44-36(41)43)32-20-15-12-16-21-32)27-26-38(46-39,30-45-49(8,9)37(2,3)4)29-40(34,47-48(5,6)7)24-22-31-18-13-11-14-19-31/h10-16,18-21,23,25-27,33-34H,1,17,28-30H2,2-9H3/b25-23+/t33-,34-,38-,39+,40+/m0/s1	XVBLUMGKNXYGLC-OFRWEQMWSA-N	XVBLUMGKNXYGLC-OFRWEQMWSA-N	CC(C)(C)[Si](C)(C)OC[C@]12C[C@](O[Si](C)(C)C)(C#CC3=CC=CC=C3)[C@@H](CC=C)[C@@](O1)(\C=C\C(=O)N1[C@@H](COC1=O)C1=CC=CC=C1)C=C2	TRUE
