DATASOURCE_REGID	SMILES_RDKIT_2019.09.2	THESIS_SUBSTANCE_NUMBER	SUBSTANCE_COMMENT	SUBSTANCE_URL	INCHI_1.05_RDKIT_2019.09.2	INCHIKEY_1.05_RDKIT_2019.09.2	INCHIKEY_1.05_CHEMAXON_19.27.0	SMILES_CHEMAXON_19.27.0
UALIB-1032	CC1=C(C)N(C)[C+]([Si-]23(OC(C(F)(F)F)(C(F)(F)F)C4=C2C=CC=C4)OC(C(F)(F)F)(C(F)(F)F)C2=C3C=CC=C2)N1C	37	Runyon, J.W. Fluoroalkoxy-functionalized carbenes for main group and transition metal complexes. Ph.D. Thesis, The University of Alabama, 2011.	https://ir.ua.edu/handle/123456789/1045	InChI=1S/C25H20F12N2O2Si/c1-13-14(2)39(4)19(38(13)3)42(17-11-7-5-9-15(17)20(40-42,22(26,27)28)23(29,30)31)18-12-8-6-10-16(18)21(41-42,24(32,33)34)25(35,36)37/h5-12H,1-4H3	CMFFKOWRDVZAFI-UHFFFAOYSA-N	CMFFKOWRDVZAFI-UHFFFAOYSA-N	CN1[C+](N(C)C(C)=C1C)[Si-]123OC(C4=C1C=CC=C4)(C(F)(F)F)C(F)(F)F.FC(F)(F)C(O2)(C1=C3C=CC=C1)C(F)(F)F
