DATASOURCE_REGID	SMILES_RDKIT_2019.09.2	THESIS_SUBSTANCE_NUMBER	SUBSTANCE_COMMENT	SUBSTANCE_URL	INCHI_1.05_RDKIT_2019.09.2	INCHIKEY_1.05_RDKIT_2019.09.2	INCHIKEY_1.05_CHEMAXON_19.27.0	SMILES_CHEMAXON_19.27.0	INCHIKEYS MATCH?
UALIB-1481	C[C@]12CCC(=O)C=C1CC[C@@H]2O/C(=N/C1CCCCC1)NC1CCCCC1	74n	Kotian, P.L. Synthetic approaches to Tussilagone. Ph.D. Thesis, The University of Alabama, 1992.	http://library.ua.edu/vwebv/holdingsInfo?bibId=761605	InChI=1S/C23H36N2O2/c1-23-15-14-20(26)16-17(23)12-13-21(23)27-22(24-18-8-4-2-5-9-18)25-19-10-6-3-7-11-19/h16,18-19,21H,2-15H2,1H3,(H,24,25)/t21-,23-/m0/s1	CTSXIDYUKUQMFV-GMAHTHKFSA-N	CTSXIDYUKUQMFV-GMAHTHKFSA-N	C[C@]12CCC(=O)C=C1CC[C@@H]2O\C(NC1CCCCC1)=N\C1CCCCC1	TRUE
UALIB-1482	C[C@@]12C=CC(=O)C1=CC(=O)CC2	121	Kotian, P.L. Synthetic approaches to Tussilagone. Ph.D. Thesis, The University of Alabama, 1992.	http://library.ua.edu/vwebv/holdingsInfo?bibId=761605	InChI=1S/C10H10O2/c1-10-4-2-7(11)6-8(10)9(12)3-5-10/h3,5-6H,2,4H2,1H3/t10-/m1/s1	JWEYQUKSLBAGAN-SNVBAGLBSA-N	JWEYQUKSLBAGAN-SNVBAGLBSA-N	C[C@]12CCC(=O)C=C1C(=O)C=C2	TRUE
UALIB-1483	C[C@]12CCC(=O)C=C1CC[C@@H]2N=[N+]=[N-]	123a	Kotian, P.L. Synthetic approaches to Tussilagone. Ph.D. Thesis, The University of Alabama, 1992.	http://library.ua.edu/vwebv/holdingsInfo?bibId=761605	InChI=1S/C10H13N3O/c1-10-5-4-8(14)6-7(10)2-3-9(10)12-13-11/h6,9H,2-5H2,1H3/t9-,10-/m0/s1	QIBNETNQMPYTRZ-UWVGGRQHSA-N	QIBNETNQMPYTRZ-UWVGGRQHSA-N	C[C@]12CCC(=O)C=C1CC[C@@H]2N=[N+]=[N-]	TRUE
UALIB-1484	C[C@]12CCC(=O)C=C1CC[C@H]2N=[N+]=[N-]	123b	Kotian, P.L. Synthetic approaches to Tussilagone. Ph.D. Thesis, The University of Alabama, 1992.	http://library.ua.edu/vwebv/holdingsInfo?bibId=761605	InChI=1S/C10H13N3O/c1-10-5-4-8(14)6-7(10)2-3-9(10)12-13-11/h6,9H,2-5H2,1H3/t9-,10+/m1/s1	QIBNETNQMPYTRZ-ZJUUUORDSA-N	QIBNETNQMPYTRZ-ZJUUUORDSA-N	C[C@]12CCC(=O)C=C1CC[C@H]2N=[N+]=[N-]	TRUE
UALIB-1485	C[C@]12CCC(=O)C=C1CC[C@@H]2O	52	Kotian, P.L. Synthetic approaches to Tussilagone. Ph.D. Thesis, The University of Alabama, 1992.	http://library.ua.edu/vwebv/holdingsInfo?bibId=761605	InChI=1S/C10H14O2/c1-10-5-4-8(11)6-7(10)2-3-9(10)12/h6,9,12H,2-5H2,1H3/t9-,10-/m0/s1	VQOIXUDPFMOECD-UWVGGRQHSA-N	VQOIXUDPFMOECD-UWVGGRQHSA-N	C[C@]12CCC(=O)C=C1CC[C@@H]2O	TRUE
UALIB-1486	C[C@]12CCC3(CC1=CCC2=O)OCCO3	124	Kotian, P.L. Synthetic approaches to Tussilagone. Ph.D. Thesis, The University of Alabama, 1992.	http://library.ua.edu/vwebv/holdingsInfo?bibId=761605	InChI=1S/C12H16O3/c1-11-4-5-12(14-6-7-15-12)8-9(11)2-3-10(11)13/h2H,3-8H2,1H3/t11-/m0/s1	MKGBLVIHPCHVDD-NSHDSACASA-N	MKGBLVIHPCHVDD-NSHDSACASA-N	C[C@]12CCC3(CC1=CCC2=O)OCCO3	TRUE
UALIB-1487	C[C@]12CCC3(CC1=CC[C@@H]2O)OCCO3.C[C@]12CCC3(CC1=CC[C@H]2O)OCCO3	125 (1alpha and 1 beta mixture)	Kotian, P.L. Synthetic approaches to Tussilagone. Ph.D. Thesis, The University of Alabama, 1992.	http://library.ua.edu/vwebv/holdingsInfo?bibId=761605	InChI=1S/2C12H18O3/c2*1-11-4-5-12(14-6-7-15-12)8-9(11)2-3-10(11)13/h2*2,10,13H,3-8H2,1H3/t10-,11+;10-,11-/m10/s1	QWTNKVXAEDRPDA-OLVGZEQWSA-N	QWTNKVXAEDRPDA-OLVGZEQWSA-N	C[C@]12CCC3(CC1=CC[C@@H]2O)OCCO3.C[C@]12CCC3(CC1=CC[C@H]2O)OCCO3	TRUE
UALIB-1488	C[C@]12CCC(=O)C=C1CC[C@H]2O	114a	Kotian, P.L. Synthetic approaches to Tussilagone. Ph.D. Thesis, The University of Alabama, 1992.	http://library.ua.edu/vwebv/holdingsInfo?bibId=761605	InChI=1S/C10H14O2/c1-10-5-4-8(11)6-7(10)2-3-9(10)12/h6,9,12H,2-5H2,1H3/t9-,10+/m1/s1	VQOIXUDPFMOECD-ZJUUUORDSA-N	VQOIXUDPFMOECD-ZJUUUORDSA-N	C[C@]12CCC(=O)C=C1CC[C@H]2O	TRUE
UALIB-1489	CC(C)(C)[Si](O[C@@H]1CCC2=CC(=O)CC[C@@]21C)(C1=CC=CC=C1)C1=CC=CC=C1	114g	Kotian, P.L. Synthetic approaches to Tussilagone. Ph.D. Thesis, The University of Alabama, 1992.	http://library.ua.edu/vwebv/holdingsInfo?bibId=761605	InChI=1S/C26H32O2Si/c1-25(2,3)29(22-11-7-5-8-12-22,23-13-9-6-10-14-23)28-24-16-15-20-19-21(27)17-18-26(20,24)4/h5-14,19,24H,15-18H2,1-4H3/t24-,26+/m1/s1	CZUPBLUOJRSEIL-RSXGOPAZSA-N	CZUPBLUOJRSEIL-RSXGOPAZSA-N	CC(C)(C)[Si](O[C@@H]1CCC2=CC(=O)CC[C@]12C)(C1=CC=CC=C1)C1=CC=CC=C1	TRUE
UALIB-1490	CC(C)(C)[Si](O[C@@H]1CCC2=CC(=O)C=C[C@@]21C)(C1=CC=CC=C1)C1=CC=CC=C1	126	Kotian, P.L. Synthetic approaches to Tussilagone. Ph.D. Thesis, The University of Alabama, 1992.	http://library.ua.edu/vwebv/holdingsInfo?bibId=761605	InChI=1S/C26H30O2Si/c1-25(2,3)29(22-11-7-5-8-12-22,23-13-9-6-10-14-23)28-24-16-15-20-19-21(27)17-18-26(20,24)4/h5-14,17-19,24H,15-16H2,1-4H3/t24-,26+/m1/s1	HSNCNNHIMGVDNR-RSXGOPAZSA-N	HSNCNNHIMGVDNR-RSXGOPAZSA-N	CC(C)(C)[Si](O[C@@H]1CCC2=CC(=O)C=C[C@]12C)(C1=CC=CC=C1)C1=CC=CC=C1	TRUE
UALIB-1491	CC(=O)O[C@@H]1C(=O)C[C@@H]2C13CC[C@@H](O[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C(C)(C)C)[C@@]23C.CC(=O)O[C@H]1C(=O)CC23CC[C@@H](O[Si](C4=CC=CC=C4)(C4=CC=CC=C4)C(C)(C)C)[C@@]2(C)[C@H]13	95e and 96e	Kotian, P.L. Synthetic approaches to Tussilagone. Ph.D. Thesis, The University of Alabama, 1992.	http://library.ua.edu/vwebv/holdingsInfo?bibId=761605	InChI=1S/2C28H34O4Si/c1-19(29)31-25-22(30)18-23-27(5)24(16-17-28(23,25)27)32-33(26(2,3)4,20-12-8-6-9-13-20)21-14-10-7-11-15-21;1-19(29)31-24-22(30)18-28-17-16-23(27(28,5)25(24)28)32-33(26(2,3)4,20-12-8-6-9-13-20)21-14-10-7-11-15-21/h2*6-15,23-25H,16-18H2,1-5H3/t2*23-,24+,25+,27+,28?/m01/s1	YFQKELKUQYMDKD-PCKPRCCFSA-N	YFQKELKUQYMDKD-PCKPRCCFSA-N	[H][C@@]12CC(=O)[C@@H](OC(C)=O)C11CC[C@@H](O[Si](C3=CC=CC=C3)(C3=CC=CC=C3)C(C)(C)C)[C@@]21C.[H][C@@]12[C@@H](OC(C)=O)C(=O)CC11CC[C@@H](O[Si](C3=CC=CC=C3)(C3=CC=CC=C3)C(C)(C)C)[C@@]21C	TRUE
UALIB-1492	CC(=O)OC(CCC1=CC(O)=CC=C1C)O[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C(C)(C)C	100b	Kotian, P.L. Synthetic approaches to Tussilagone. Ph.D. Thesis, The University of Alabama, 1992.	http://library.ua.edu/vwebv/holdingsInfo?bibId=761605	InChI=1S/C28H34O4Si/c1-21-16-18-24(30)20-23(21)17-19-27(31-22(2)29)32-33(28(3,4)5,25-12-8-6-9-13-25)26-14-10-7-11-15-26/h6-16,18,20,27,30H,17,19H2,1-5H3	XGFZBFZNJSTMGE-UHFFFAOYSA-N	XGFZBFZNJSTMGE-UHFFFAOYSA-N	CC(=O)OC(CCC1=CC(O)=CC=C1C)O[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C(C)(C)C	TRUE
UALIB-1493	CC(=O)O[C@]1(C)[C@H](O[Si](C2=CC=CC=C2)(C2=CC=CC=C2)C(C)(C)C)CCC2=CC(=O)C[C@H]21	93e	Kotian, P.L. Synthetic approaches to Tussilagone. Ph.D. Thesis, The University of Alabama, 1992.	http://library.ua.edu/vwebv/holdingsInfo?bibId=761605	InChI=1S/C28H34O4Si/c1-20(29)31-28(5)25-19-22(30)18-21(25)16-17-26(28)32-33(27(2,3)4,23-12-8-6-9-13-23)24-14-10-7-11-15-24/h6-15,18,25-26H,16-17,19H2,1-5H3/t25-,26-,28+/m1/s1	KRVLVGLRMZTILS-GTNKKZTPSA-N	KRVLVGLRMZTILS-GTNKKZTPSA-N	[H][C@@]12CC(=O)C=C1CC[C@@H](O[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C(C)(C)C)[C@@]2(C)OC(C)=O	TRUE
UALIB-1494	C[C@]12CCC3(CC1=CC[C@@H]2OC(=O)C1=CC=CC=C1)OCCO3	127a	Kotian, P.L. Synthetic approaches to Tussilagone. Ph.D. Thesis, The University of Alabama, 1992.	http://library.ua.edu/vwebv/holdingsInfo?bibId=761605	InChI=1S/C19H22O4/c1-18-9-10-19(21-11-12-22-19)13-15(18)7-8-16(18)23-17(20)14-5-3-2-4-6-14/h2-7,16H,8-13H2,1H3/t16-,18-/m0/s1	VEUDRERFRMLILT-WMZOPIPTSA-N	VEUDRERFRMLILT-WMZOPIPTSA-N	C[C@]12CCC3(CC1=CC[C@@H]2OC(=O)C1=CC=CC=C1)OCCO3	TRUE
