DATASOURCE_REGID	SMILES_RDKIT_2019.09.2	THESIS_SUBSTANCE_NUMBER	SUBSTANCE_COMMENT	SUBSTANCE_URL	INCHI_1.05_RDKIT_2019.09.2	INCHI_1.05_CHEMAXON_19.27.0	INCHIKEY_1.05_RDKIT_2019.09.2	INCHIKEY_1.05_CHEMAXON_19.27.0	SMILES_CHEMAXON_19.27.0	INCHIKEYS MATCH?	What is the Disagreement? 			Notes
UALIB-1823	C1=C\C2=CC=C(S2)C2=CC=C([NH]2)C2=CC=C(/C=C\C3=CC=C(S3)C3=CC=C([NH]3)C3=CC=C/1S3)S2	10 (ch.3)	Hu, Z. Part 1, Thiophene derived annulenes; Part 2, Synthesis and Diels-Alder reactions of monothiono-n-nethylmaleimide. Ph.D. Thesis, The University of Alabama, 1994.	http://library.ua.edu/vwebv/holdingsInfo?bibId=821644	InChI=1S/C28H18N2S4/c1-2-18-6-14-26(32-18)22-11-12-24(30-22)28-16-8-20(34-28)4-3-19-7-15-27(33-19)23-10-9-21(29-23)25-13-5-17(1)31-25/h1-16,29-30H/b2-1-,4-3-,17-1?,18-2?,19-3?,20-4?,25-21?,26-22?,27-23?,28-24?	InChI=1S/C28H18N2S4/c1-2-18-6-14-26(32-18)22-11-12-24(30-22)28-16-8-20(34-28)4-3-19-7-15-27(33-19)23-10-9-21(29-23)25-13-5-17(1)31-25/h1-16,29-30H/b2-1-,4-3-,17-1-,18-2-,19-3-,20-4+,25-21-,26-22-,27-23-,28-24+	BKIZHBRSPCCGGV-ASQDHKEQSA-N	BKIZHBRSPCCGGV-NXECHLCGSA-N	N1C2=CC=C1C1=CC=C(S1)\C=C/C1=CC=C(S1)C1=CC=C(N1)C1=CC=C(S1)\C=C/C1=CC=C2S1	FALSE	Double bond configuration			
UALIB-1824	C1=CC2=NC1=C1C=CC(=CC=C3C=CC(=C4C=CC(=N4)C4=CC=C(C=CC5=CC=C2S5)S4)S3)S1	11 (ch.3)	Hu, Z. Part 1, Thiophene derived annulenes; Part 2, Synthesis and Diels-Alder reactions of monothiono-n-nethylmaleimide. Ph.D. Thesis, The University of Alabama, 1994.	http://library.ua.edu/vwebv/holdingsInfo?bibId=821644	InChI=1S/C28H16N2S4/c1-2-18-6-14-26(32-18)22-11-12-24(30-22)28-16-8-20(34-28)4-3-19-7-15-27(33-19)23-10-9-21(29-23)25-13-5-17(1)31-25/h1-16H	InChI=1S/C28H16N2S4/c1-2-18-6-14-26(32-18)22-11-12-24(30-22)28-16-8-20(34-28)4-3-19-7-15-27(33-19)23-10-9-21(29-23)25-13-5-17(1)31-25/h1-16H/b2-1-,4-3-,17-1-,18-2-,19-3-,20-4+,25-21-,26-22-,27-23-,28-24+	JCDVTKZVUSSTPN-UHFFFAOYSA-N	JCDVTKZVUSSTPN-NXECHLCGSA-N	S1C2=CC=C1C1=N\C(C=C1)=C1/S\C(\C=C1)=C/C=C1\S\C(\C=C1)=C1\C=CC(=N1)C1=CC=C(S1)\C=C/2	FALSE	Double bond configuration			
UALIB-1825	CC/C(=C(/CC)C1=CC=C(C2=CC=C(C3=CC=CS3)[NH]2)S1)C1=CC=C(C2=CC=C(C3=CC=CS3)[NH]2)S1.CC/C(=C(\CC)C1=CC=C(C2=CC=C(C3=CC=CS3)[NH]2)S1)C1=CC=C(C2=CC=C(C3=CC=CS3)[NH]2)S1	14a and b mixture (ch.3)	Hu, Z. Part 1, Thiophene derived annulenes; Part 2, Synthesis and Diels-Alder reactions of monothiono-n-nethylmaleimide. Ph.D. Thesis, The University of Alabama, 1994.	http://library.ua.edu/vwebv/holdingsInfo?bibId=821644	InChI=1S/2C30H26N2S4/c2*1-3-19(25-13-15-29(35-25)23-11-9-21(31-23)27-7-5-17-33-27)20(4-2)26-14-16-30(36-26)24-12-10-22(32-24)28-8-6-18-34-28/h2*5-18,31-32H,3-4H2,1-2H3/b20-19+;20-19-	InChI=1S/2C30H26N2S4/c2*1-3-19(25-13-15-29(35-25)23-11-9-21(31-23)27-7-5-17-33-27)20(4-2)26-14-16-30(36-26)24-12-10-22(32-24)28-8-6-18-34-28/h2*5-18,31-32H,3-4H2,1-2H3/b20-19+;20-19-	VLYVXEWSQIKFKF-QGLLLRSCSA-N	VLYVXEWSQIKFKF-QGLLLRSCSA-N	CC\C(=C(\CC)C1=CC=C(S1)C1=CC=C(N1)C1=CC=CS1)C1=CC=C(S1)C1=CC=C(N1)C1=CC=CS1.CC\C(=C(/CC)C1=CC=C(S1)C1=CC=C(N1)C1=CC=CS1)C1=CC=C(S1)C1=CC=C(N1)C1=CC=CS1	TRUE				
UALIB-1826	CCC(=O)C1=CC=C(C2=CC=C(C3=CC=CS3)[NH]2)S1	13 (ch.3)	Hu, Z. Part 1, Thiophene derived annulenes; Part 2, Synthesis and Diels-Alder reactions of monothiono-n-nethylmaleimide. Ph.D. Thesis, The University of Alabama, 1994.	http://library.ua.edu/vwebv/holdingsInfo?bibId=821644	InChI=1S/C15H13NOS2/c1-2-12(17)15-8-7-14(19-15)11-6-5-10(16-11)13-4-3-9-18-13/h3-9,16H,2H2,1H3	InChI=1S/C15H13NOS2/c1-2-12(17)15-8-7-14(19-15)11-6-5-10(16-11)13-4-3-9-18-13/h3-9,16H,2H2,1H3	UXAXPLGXOJTEJJ-UHFFFAOYSA-N	UXAXPLGXOJTEJJ-UHFFFAOYSA-N	CCC(=O)C1=CC=C(S1)C1=CC=C(N1)C1=CC=CS1	TRUE				
UALIB-1827	CCC(=O)C1=CC=C(C2=CC=C(C3=CC=C(C(=O)CC)S3)[NH]2)S1	12 (ch.3)	Hu, Z. Part 1, Thiophene derived annulenes; Part 2, Synthesis and Diels-Alder reactions of monothiono-n-nethylmaleimide. Ph.D. Thesis, The University of Alabama, 1994.	http://library.ua.edu/vwebv/holdingsInfo?bibId=821644	InChI=1S/C18H17NO2S2/c1-3-13(20)17-9-7-15(22-17)11-5-6-12(19-11)16-8-10-18(23-16)14(21)4-2/h5-10,19H,3-4H2,1-2H3	InChI=1S/C18H17NO2S2/c1-3-13(20)17-9-7-15(22-17)11-5-6-12(19-11)16-8-10-18(23-16)14(21)4-2/h5-10,19H,3-4H2,1-2H3	ORKUAQLRRAXMND-UHFFFAOYSA-N	ORKUAQLRRAXMND-UHFFFAOYSA-N	CCC(=O)C1=CC=C(S1)C1=CC=C(N1)C1=CC=C(S1)C(=O)CC	TRUE				
UALIB-1828	C1=COC(C2=CC=C(C3=CC=CO3)[NH]2)=C1	16 (ch.3)	Hu, Z. Part 1, Thiophene derived annulenes; Part 2, Synthesis and Diels-Alder reactions of monothiono-n-nethylmaleimide. Ph.D. Thesis, The University of Alabama, 1994.	http://library.ua.edu/vwebv/holdingsInfo?bibId=821644	InChI=1S/C12H9NO2/c1-3-11(14-7-1)9-5-6-10(13-9)12-4-2-8-15-12/h1-8,13H	InChI=1S/C12H9NO2/c1-3-11(14-7-1)9-5-6-10(13-9)12-4-2-8-15-12/h1-8,13H	LVNCAKWMHAWCCM-UHFFFAOYSA-N	LVNCAKWMHAWCCM-UHFFFAOYSA-N	N1C(=CC=C1C1=CC=CO1)C1=CC=CO1	TRUE				
UALIB-1829	O=CC1=CC=C(C2=CC=C(C3=CC=CO3)[NH]2)O1	17 (ch.3)	Hu, Z. Part 1, Thiophene derived annulenes; Part 2, Synthesis and Diels-Alder reactions of monothiono-n-nethylmaleimide. Ph.D. Thesis, The University of Alabama, 1994.	http://library.ua.edu/vwebv/holdingsInfo?bibId=821644	InChI=1S/C13H9NO3/c15-8-9-3-6-13(17-9)11-5-4-10(14-11)12-2-1-7-16-12/h1-8,14H	InChI=1S/C13H9NO3/c15-8-9-3-6-13(17-9)11-5-4-10(14-11)12-2-1-7-16-12/h1-8,14H	REQAWBLGWATTBS-UHFFFAOYSA-N	REQAWBLGWATTBS-UHFFFAOYSA-N	O=CC1=CC=C(O1)C1=CC=C(N1)C1=CC=CO1	TRUE				
UALIB-1830	C1=CSC(C2=CC=C(C3=CC=CS3)O2)=C1	18 (ch.3)	Hu, Z. Part 1, Thiophene derived annulenes; Part 2, Synthesis and Diels-Alder reactions of monothiono-n-nethylmaleimide. Ph.D. Thesis, The University of Alabama, 1994.	http://library.ua.edu/vwebv/holdingsInfo?bibId=821644	InChI=1S/C12H8OS2/c1-3-11(14-7-1)9-5-6-10(13-9)12-4-2-8-15-12/h1-8H	InChI=1S/C12H8OS2/c1-3-11(14-7-1)9-5-6-10(13-9)12-4-2-8-15-12/h1-8H	FEBXMKWMRKJKKW-UHFFFAOYSA-N	FEBXMKWMRKJKKW-UHFFFAOYSA-N	O1C(=CC=C1C1=CC=CS1)C1=CC=CS1	TRUE				
UALIB-1831	O=CC1=CC=C(C2=CC=C(C3=CC=C(C=O)S3)O2)S1	19 (ch.3)	Hu, Z. Part 1, Thiophene derived annulenes; Part 2, Synthesis and Diels-Alder reactions of monothiono-n-nethylmaleimide. Ph.D. Thesis, The University of Alabama, 1994.	http://library.ua.edu/vwebv/holdingsInfo?bibId=821644	InChI=1S/C14H8O3S2/c15-7-9-1-5-13(18-9)11-3-4-12(17-11)14-6-2-10(8-16)19-14/h1-8H	InChI=1S/C14H8O3S2/c15-7-9-1-5-13(18-9)11-3-4-12(17-11)14-6-2-10(8-16)19-14/h1-8H	OFKNDOCRYWMQIK-UHFFFAOYSA-N	OFKNDOCRYWMQIK-UHFFFAOYSA-N	O=CC1=CC=C(S1)C1=CC=C(O1)C1=CC=C(S1)C=O	TRUE				
UALIB-1832	C1=C\C2=CC=C(S2)C2=CC=C(O2)C2=CC=C(/C=C\C3=CC=C(S3)C3=CC=C(O3)C3=CC=C/1S3)S2	20 (ch.3)	Hu, Z. Part 1, Thiophene derived annulenes; Part 2, Synthesis and Diels-Alder reactions of monothiono-n-nethylmaleimide. Ph.D. Thesis, The University of Alabama, 1994.	http://library.ua.edu/vwebv/holdingsInfo?bibId=821644	InChI=1S/C28H16O2S4/c1-2-18-6-14-26(32-18)22-11-12-24(30-22)28-16-8-20(34-28)4-3-19-7-15-27(33-19)23-10-9-21(29-23)25-13-5-17(1)31-25/h1-16H/b2-1-,4-3-,17-1?,18-2?,19-3?,20-4?,25-21?,26-22?,27-23?,28-24?	InChI=1S/C28H16O2S4/c1-2-18-6-14-26(32-18)22-11-12-24(30-22)28-16-8-20(34-28)4-3-19-7-15-27(33-19)23-10-9-21(29-23)25-13-5-17(1)31-25/h1-16H/b2-1-,4-3-,17-1-,18-2-,19-3-,20-4+,25-21-,26-22-,27-23-,28-24+	ZUAVKJKVNRMXDH-ASQDHKEQSA-N	ZUAVKJKVNRMXDH-NXECHLCGSA-N	O1C2=CC=C1C1=CC=C(S1)\C=C/C1=CC=C(S1)C1=CC=C(O1)C1=CC=C(S1)\C=C/C1=CC=C2S1	FALSE	Double bond configuration			
UALIB-1833	O=C1CCC(=O)C2=CC=C(/C=C\C3=CC=C(S3)C(=O)CCC(=O)C3=CC=C(/C=C\C4=CC=C1S4)S3)S2	21 (ch.3)	Hu, Z. Part 1, Thiophene derived annulenes; Part 2, Synthesis and Diels-Alder reactions of monothiono-n-nethylmaleimide. Ph.D. Thesis, The University of Alabama, 1994.	http://library.ua.edu/vwebv/holdingsInfo?bibId=821644	InChI=1S/C28H20O4S4/c29-21-9-10-23(31)27-15-7-19(35-27)3-4-20-8-16-28(36-20)24(32)12-11-22(30)26-14-6-18(34-26)2-1-17-5-13-25(21)33-17/h1-8,13-16H,9-12H2/b2-1-,4-3-	InChI=1S/C28H20O4S4/c29-21-9-10-23(31)27-15-7-19(35-27)3-4-20-8-16-28(36-20)24(32)12-11-22(30)26-14-6-18(34-26)2-1-17-5-13-25(21)33-17/h1-8,13-16H,9-12H2/b2-1-,4-3-	OKOOWOQMCQIOSH-LOKDLIDFSA-N	OKOOWOQMCQIOSH-LOKDLIDFSA-N	O=C1CCC(=O)C2=CC=C(S2)\C=C/C2=CC=C(S2)C(=O)CCC(=O)C2=CC=C(S2)\C=C/C2=CC=C1S2	TRUE				
UALIB-1834	CN1C(=O)C=CC1=S	9 (part 2)	Hu, Z. Part 1, Thiophene derived annulenes; Part 2, Synthesis and Diels-Alder reactions of monothiono-n-nethylmaleimide. Ph.D. Thesis, The University of Alabama, 1994.	http://library.ua.edu/vwebv/holdingsInfo?bibId=821644	InChI=1S/C5H5NOS/c1-6-4(7)2-3-5(6)8/h2-3H,1H3	InChI=1S/C5H5NOS/c1-6-4(7)2-3-5(6)8/h2-3H,1H3	ORSCCCRAKFHXNU-UHFFFAOYSA-N	ORSCCCRAKFHXNU-UHFFFAOYSA-N	CN1C(=O)C=CC1=S	TRUE				
UALIB-1835	CC1=C(C)CC2C(=S)N(C)C(=O)C2C1	11 (part 2)	Hu, Z. Part 1, Thiophene derived annulenes; Part 2, Synthesis and Diels-Alder reactions of monothiono-n-nethylmaleimide. Ph.D. Thesis, The University of Alabama, 1994.	http://library.ua.edu/vwebv/holdingsInfo?bibId=821644	InChI=1S/C11H15NOS/c1-6-4-8-9(5-7(6)2)11(14)12(3)10(8)13/h8-9H,4-5H2,1-3H3	InChI=1S/C11H15NOS/c1-6-4-8-9(5-7(6)2)11(14)12(3)10(8)13/h8-9H,4-5H2,1-3H3	GZHABWFDCKXNPD-UHFFFAOYSA-N	GZHABWFDCKXNPD-UHFFFAOYSA-N	CN1C(=O)C2CC(C)=C(C)CC2C1=S	TRUE				
UALIB-1836	CC1=C(C)CC2(C=CC(=O)N2C)SC1	13 (part 2)	Hu, Z. Part 1, Thiophene derived annulenes; Part 2, Synthesis and Diels-Alder reactions of monothiono-n-nethylmaleimide. Ph.D. Thesis, The University of Alabama, 1994.	http://library.ua.edu/vwebv/holdingsInfo?bibId=821644	InChI=1S/C11H15NOS/c1-8-6-11(14-7-9(8)2)5-4-10(13)12(11)3/h4-5H,6-7H2,1-3H3	InChI=1S/C11H15NOS/c1-8-6-11(14-7-9(8)2)5-4-10(13)12(11)3/h4-5H,6-7H2,1-3H3	WESPWPAZIVJZBK-UHFFFAOYSA-N	WESPWPAZIVJZBK-UHFFFAOYSA-N	CN1C(=O)C=CC11CC(C)=C(C)CS1	TRUE				
UALIB-1837	CC1=C(C)CC2C(=O)N(C)C(=O)C2C1	12 (part 2)	Hu, Z. Part 1, Thiophene derived annulenes; Part 2, Synthesis and Diels-Alder reactions of monothiono-n-nethylmaleimide. Ph.D. Thesis, The University of Alabama, 1994.	http://library.ua.edu/vwebv/holdingsInfo?bibId=821644	InChI=1S/C11H15NO2/c1-6-4-8-9(5-7(6)2)11(14)12(3)10(8)13/h8-9H,4-5H2,1-3H3	InChI=1S/C11H15NO2/c1-6-4-8-9(5-7(6)2)11(14)12(3)10(8)13/h8-9H,4-5H2,1-3H3	KYDLJSYPTLTQOB-UHFFFAOYSA-N	KYDLJSYPTLTQOB-UHFFFAOYSA-N	CN1C(=O)C2CC(C)=C(C)CC2C1=O	TRUE				
UALIB-1838	CN1C(=O)[C@@H]2[C@@H](OC(=O)C3=CC=CC=C3)C=C[C@@H](OC(=O)C3=CC=CC=C3)[C@@H]2C1=S	19 (part 2)	Hu, Z. Part 1, Thiophene derived annulenes; Part 2, Synthesis and Diels-Alder reactions of monothiono-n-nethylmaleimide. Ph.D. Thesis, The University of Alabama, 1994.	http://library.ua.edu/vwebv/holdingsInfo?bibId=821644	InChI=1S/C23H19NO5S/c1-24-20(25)18-16(28-22(26)14-8-4-2-5-9-14)12-13-17(19(18)21(24)30)29-23(27)15-10-6-3-7-11-15/h2-13,16-19H,1H3/t16-,17+,18+,19-/m0/s1	InChI=1S/C23H19NO5S/c1-24-20(25)18-16(28-22(26)14-8-4-2-5-9-14)12-13-17(19(18)21(24)30)29-23(27)15-10-6-3-7-11-15/h2-13,16-19H,1H3/t16-,17+,18+,19-/m0/s1	CEOXGYREZQSKJZ-MANSERQUSA-N	CEOXGYREZQSKJZ-MANSERQUSA-N	[H][C@@]12[C@@H](OC(=O)C3=CC=CC=C3)C=C[C@@H](OC(=O)C3=CC=CC=C3)[C@]1([H])C(=S)N(C)C2=O	TRUE				
UALIB-1839	CN1C(=O)[C@@H]2[C@@H](OC(=O)C3=CC=CC=C3)C=C[C@@H](OC(=O)C3=CC=CC=C3)[C@@H]2C1=O	20 (part 2)	Hu, Z. Part 1, Thiophene derived annulenes; Part 2, Synthesis and Diels-Alder reactions of monothiono-n-nethylmaleimide. Ph.D. Thesis, The University of Alabama, 1994.	http://library.ua.edu/vwebv/holdingsInfo?bibId=821644	InChI=1S/C23H19NO6/c1-24-20(25)18-16(29-22(27)14-8-4-2-5-9-14)12-13-17(19(18)21(24)26)30-23(28)15-10-6-3-7-11-15/h2-13,16-19H,1H3/t16-,17+,18+,19-	InChI=1S/C23H19NO6/c1-24-20(25)18-16(29-22(27)14-8-4-2-5-9-14)12-13-17(19(18)21(24)26)30-23(28)15-10-6-3-7-11-15/h2-13,16-19H,1H3/t16-,17+,18+,19-	CCDQOLHAACRIQH-SEXKYXSUSA-N	CCDQOLHAACRIQH-SEXKYXSUSA-N	[H][C@@]12[C@@H](OC(=O)C3=CC=CC=C3)C=C[C@@H](OC(=O)C3=CC=CC=C3)[C@]1([H])C(=O)N(C)C2=O	TRUE				
UALIB-1840	CO[C@@H]1CC(=O)C[C@H]2C(=O)N(C)C(=S)[C@@H]12	23 (part 2)	Hu, Z. Part 1, Thiophene derived annulenes; Part 2, Synthesis and Diels-Alder reactions of monothiono-n-nethylmaleimide. Ph.D. Thesis, The University of Alabama, 1994.	http://library.ua.edu/vwebv/holdingsInfo?bibId=821644	InChI=1S/C10H13NO3S/c1-11-9(13)6-3-5(12)4-7(14-2)8(6)10(11)15/h6-8H,3-4H2,1-2H3/t6-,7-,8-/m1/s1	InChI=1S/C10H13NO3S/c1-11-9(13)6-3-5(12)4-7(14-2)8(6)10(11)15/h6-8H,3-4H2,1-2H3/t6-,7-,8-/m1/s1	KOGJFTDIOXENGN-BWZBUEFSSA-N	KOGJFTDIOXENGN-BWZBUEFSSA-N	[H][C@@]12CC(=O)C[C@@H](OC)[C@]1([H])C(=S)N(C)C2=O	TRUE				
