DATASOURCE_REGID	SMILES_RDKIT_2019.09.2	SUBSTANCE_SYNONYM	SUBSTANCE_COMMENT	SUBSTANCE_URL	INCHI_1.05_RDKIT_2019.09.2	INCHIKEY_1.05_RDKIT_2019.09.2	INCHIKEY_1.05_CHEMAXON_19.27.0	SMILES_CHEMAXON_19.27.0	INCHIKEYS MATCH?
UALIB-1232	C=CCC(=O)C[C@@H](O)C(Cl)(Cl)Cl	(R)-7,7,7-Trichloro-6-hydroxyhept-1-en-4-one	Ganta, A. New applications of Arynes and Wynberg lactone in synthesis. Ph.D. Thesis, The University of Alabama, 2009.	http://library.ua.edu/vwebv/holdingsInfo?bibId=2764133	InChI=1S/C7H9Cl3O2/c1-2-3-5(11)4-6(12)7(8,9)10/h2,6,12H,1,3-4H2/t6-/m1/s1	CUZPOCJOIMJWCZ-ZCFIWIBFSA-N	CUZPOCJOIMJWCZ-ZCFIWIBFSA-N	O[C@H](CC(=O)CC=C)C(Cl)(Cl)Cl	TRUE
UALIB-1233	C=CC(=O)C[C@@H](O)C(Cl)(Cl)Cl	(R)-6,6,6-Trichloro-5-hydroxyhex-1-ene-3-one	Ganta, A. New applications of Arynes and Wynberg lactone in synthesis. Ph.D. Thesis, The University of Alabama, 2009.	http://library.ua.edu/vwebv/holdingsInfo?bibId=2764133	InChI=1S/C6H7Cl3O2/c1-2-4(10)3-5(11)6(7,8)9/h2,5,11H,1,3H2/t5-/m1/s1	KISXXHRPGHLFAA-RXMQYKEDSA-N	KISXXHRPGHLFAA-RXMQYKEDSA-N	O[C@H](CC(=O)C=C)C(Cl)(Cl)Cl	TRUE
UALIB-1234	[N-]=[N+]=N[C@H]1C[C@@H](C2=CC=CC=C2)OC1=O	(3S,5S)-3-Azido-5-phenyldihydrofuran-2(3H)-one	Ganta, A. New applications of Arynes and Wynberg lactone in synthesis. Ph.D. Thesis, The University of Alabama, 2009.	http://library.ua.edu/vwebv/holdingsInfo?bibId=2764133	InChI=1S/C10H9N3O2/c11-13-12-8-6-9(15-10(8)14)7-4-2-1-3-5-7/h1-5,8-9H,6H2/t8-,9-/m0/s1	YDVZAHNKKNQBPH-IUCAKERBSA-N	YDVZAHNKKNQBPH-IUCAKERBSA-N	[N-]=[N+]=N[C@H]1C[C@H](OC1=O)C1=CC=CC=C1	TRUE
UALIB-1235	O=C1O[C@H](C2=CC=CC=C2)C[C@@H]1O	(3S,5S)-3-Hydroxy-5-phenyldihydrofuran-2(3H)-one	Ganta, A. New applications of Arynes and Wynberg lactone in synthesis. Ph.D. Thesis, The University of Alabama, 2009.	http://library.ua.edu/vwebv/holdingsInfo?bibId=2764133	InChI=1S/C10H10O3/c11-8-6-9(13-10(8)12)7-4-2-1-3-5-7/h1-5,8-9,11H,6H2/t8-,9-/m0/s1	TZZZLNZHPDORSR-IUCAKERBSA-N	TZZZLNZHPDORSR-IUCAKERBSA-N	O[C@H]1C[C@H](OC1=O)C1=CC=CC=C1	TRUE
UALIB-1236	[N-]=[N+]=N[C@H]1C[C@@H](C2=CC=CO2)OC1=O	(3S,5S)-3-Azido-5-(furan-2-yl)dihydrofuran-2(3H)-one	Ganta, A. New applications of Arynes and Wynberg lactone in synthesis. Ph.D. Thesis, The University of Alabama, 2009.	http://library.ua.edu/vwebv/holdingsInfo?bibId=2764133	InChI=1S/C8H7N3O3/c9-11-10-5-4-7(14-8(5)12)6-2-1-3-13-6/h1-3,5,7H,4H2/t5-,7-/m0/s1	BTUAIPMRNZQADF-FSPLSTOPSA-N	BTUAIPMRNZQADF-FSPLSTOPSA-N	[N-]=[N+]=N[C@H]1C[C@H](OC1=O)C1=CC=CO1	TRUE
UALIB-1237	O=C1O[C@H](C2=CC=CO2)C[C@@H]1O	(3S,5S)-5-(furan-2-yl)-3-hydroxydihydrofuran-2(3H)-one	Ganta, A. New applications of Arynes and Wynberg lactone in synthesis. Ph.D. Thesis, The University of Alabama, 2009.	http://library.ua.edu/vwebv/holdingsInfo?bibId=2764133	InChI=1S/C8H8O4/c9-5-4-7(12-8(5)10)6-2-1-3-11-6/h1-3,5,7,9H,4H2/t5-,7-/m0/s1	KLWZWHXYRSUZJT-FSPLSTOPSA-N	KLWZWHXYRSUZJT-FSPLSTOPSA-N	O[C@H]1C[C@H](OC1=O)C1=CC=CO1	TRUE
UALIB-1238	[N-]=[N+]=N[C@H]1C[C@@H](C2=CC=CS2)OC1=O	(3S,5S)-3-Azido-5-(thiophen-2-yl)dihydrofuran-2(3H)-one	Ganta, A. New applications of Arynes and Wynberg lactone in synthesis. Ph.D. Thesis, The University of Alabama, 2009.	http://library.ua.edu/vwebv/holdingsInfo?bibId=2764133	InChI=1S/C8H7N3O2S/c9-11-10-5-4-6(13-8(5)12)7-2-1-3-14-7/h1-3,5-6H,4H2/t5-,6-/m0/s1	WQOFNSIFBKJNKE-WDSKDSINSA-N	WQOFNSIFBKJNKE-WDSKDSINSA-N	[N-]=[N+]=N[C@H]1C[C@H](OC1=O)C1=CC=CS1	TRUE
UALIB-1239	O=C1O[C@H](C2=CC=CS2)C[C@@H]1O	(3S,5S)-3-hydroxy-5-(thiophen-2-yl)dihydrofuran-2(3H)-one	Ganta, A. New applications of Arynes and Wynberg lactone in synthesis. Ph.D. Thesis, The University of Alabama, 2009.	http://library.ua.edu/vwebv/holdingsInfo?bibId=2764133	InChI=1S/C8H8O3S/c9-5-4-6(11-8(5)10)7-2-1-3-12-7/h1-3,5-6,9H,4H2/t5-,6-/m0/s1	BFCQMZUPUBVTCE-WDSKDSINSA-N	BFCQMZUPUBVTCE-WDSKDSINSA-N	O[C@H]1C[C@H](OC1=O)C1=CC=CS1	TRUE
UALIB-1240	C=CC[C@@H]1C[C@H](N=[N+]=[N-])C(=O)O1	(3S,5R)-5-Allyl-3-azidohydrofuran-2(3H)-one	Ganta, A. New applications of Arynes and Wynberg lactone in synthesis. Ph.D. Thesis, The University of Alabama, 2009.	http://library.ua.edu/vwebv/holdingsInfo?bibId=2764133	InChI=1S/C7H9N3O2/c1-2-3-5-4-6(9-10-8)7(11)12-5/h2,5-6H,1,3-4H2/t5-,6+/m1/s1	FUAFVICWTUXPGX-RITPCOANSA-N	FUAFVICWTUXPGX-RITPCOANSA-N	C=CC[C@@H]1C[C@H](N=[N+]=[N-])C(=O)O1	TRUE
UALIB-1241	C=CC[C@@H]1C[C@H](O)C(=O)O1	(3S,5R)-5-Allyl-3-hydroxydihydrofuran-2(3H)-one	Ganta, A. New applications of Arynes and Wynberg lactone in synthesis. Ph.D. Thesis, The University of Alabama, 2009.	http://library.ua.edu/vwebv/holdingsInfo?bibId=2764133	InChI=1S/C7H10O3/c1-2-3-5-4-6(8)7(9)10-5/h2,5-6,8H,1,3-4H2/t5-,6+/m1/s1	NXWOOPJGKYWMGJ-RITPCOANSA-N	NXWOOPJGKYWMGJ-RITPCOANSA-N	O[C@H]1C[C@@H](CC=C)OC1=O	TRUE
UALIB-1242	C=C[C@@H]1C[C@H](N=[N+]=[N-])C(=O)O1	(3S,5S)-3-Azido-5-vinyldihydrofuran-2(3H)-one	Ganta, A. New applications of Arynes and Wynberg lactone in synthesis. Ph.D. Thesis, The University of Alabama, 2009.	http://library.ua.edu/vwebv/holdingsInfo?bibId=2764133	InChI=1S/C6H7N3O2/c1-2-4-3-5(8-9-7)6(10)11-4/h2,4-5H,1,3H2/t4-,5+/m1/s1	HWHOEUWCHALAQN-UHNVWZDZSA-N	HWHOEUWCHALAQN-UHNVWZDZSA-N	C=C[C@@H]1C[C@H](N=[N+]=[N-])C(=O)O1	TRUE
UALIB-1243	C=C[C@@H]1C[C@H](O)C(=O)O1	(3S,5S)-3-Hydroxy-5-vinyldihydrofuran-2(3H)-one	Ganta, A. New applications of Arynes and Wynberg lactone in synthesis. Ph.D. Thesis, The University of Alabama, 2009.	http://library.ua.edu/vwebv/holdingsInfo?bibId=2764133	InChI=1S/C6H8O3/c1-2-4-3-5(7)6(8)9-4/h2,4-5,7H,1,3H2/t4-,5+/m1/s1	HUUCYSKXDBJPPC-UHNVWZDZSA-N	HUUCYSKXDBJPPC-UHNVWZDZSA-N	O[C@H]1C[C@H](OC1=O)C=C	TRUE
UALIB-1244	CCCCCC[C@@H]1C[C@H](N=[N+]=[N-])C(=O)O1	(3S,5R)-3-Azido-5-hexyldihydrofuran-2(3H)-one	Ganta, A. New applications of Arynes and Wynberg lactone in synthesis. Ph.D. Thesis, The University of Alabama, 2009.	http://library.ua.edu/vwebv/holdingsInfo?bibId=2764133	InChI=1S/C10H17N3O2/c1-2-3-4-5-6-8-7-9(12-13-11)10(14)15-8/h8-9H,2-7H2,1H3/t8-,9+/m1/s1	RHSQKFIACDPSGS-BDAKNGLRSA-N	RHSQKFIACDPSGS-BDAKNGLRSA-N	CCCCCC[C@@H]1C[C@H](N=[N+]=[N-])C(=O)O1	TRUE
UALIB-1245	CCCCCC[C@@H]1C[C@H](O)C(=O)O1	(3S,5R)-3-Hydroxy-5-hexyldihydrofuran-2(3H)-one	Ganta, A. New applications of Arynes and Wynberg lactone in synthesis. Ph.D. Thesis, The University of Alabama, 2009.	http://library.ua.edu/vwebv/holdingsInfo?bibId=2764133	InChI=1S/C10H18O3/c1-2-3-4-5-6-8-7-9(11)10(12)13-8/h8-9,11H,2-7H2,1H3/t8-,9+/m1/s1	SRVVGJUCYSYXDW-BDAKNGLRSA-N	SRVVGJUCYSYXDW-BDAKNGLRSA-N	CCCCCC[C@@H]1C[C@H](O)C(=O)O1	TRUE
UALIB-1246	[N-]=[N+]=N[C@H]1C[C@H](C2=CC=CC=C2)OC1=O	(3S,5R)-3-Azido-5-phenyldihydrofuran-2(3H)-one	Ganta, A. New applications of Arynes and Wynberg lactone in synthesis. Ph.D. Thesis, The University of Alabama, 2009.	http://library.ua.edu/vwebv/holdingsInfo?bibId=2764133	InChI=1S/C10H9N3O2/c11-13-12-8-6-9(15-10(8)14)7-4-2-1-3-5-7/h1-5,8-9H,6H2/t8-,9+/m0/s1	YDVZAHNKKNQBPH-DTWKUNHWSA-N	YDVZAHNKKNQBPH-DTWKUNHWSA-N	[N-]=[N+]=N[C@H]1C[C@@H](OC1=O)C1=CC=CC=C1	TRUE
UALIB-1247	O=C1O[C@@H](C2=CC=CC=C2)C[C@@H]1O	(3S,5R)-3-Hydroxy-5-phenyldihydrofuran-2(3H)-one	Ganta, A. New applications of Arynes and Wynberg lactone in synthesis. Ph.D. Thesis, The University of Alabama, 2009.	http://library.ua.edu/vwebv/holdingsInfo?bibId=2764133	InChI=1S/C10H10O3/c11-8-6-9(13-10(8)12)7-4-2-1-3-5-7/h1-5,8-9,11H,6H2/t8-,9+/m0/s1	TZZZLNZHPDORSR-DTWKUNHWSA-N	TZZZLNZHPDORSR-DTWKUNHWSA-N	O[C@H]1C[C@@H](OC1=O)C1=CC=CC=C1	TRUE
UALIB-1248	[N-]=[N+]=N[C@H]1C[C@H](C2=CC=CO2)OC1=O	(3S,5R)-3-Azido-5-(furan-2-yl)dihydrofuran-2(3H)-one	Ganta, A. New applications of Arynes and Wynberg lactone in synthesis. Ph.D. Thesis, The University of Alabama, 2009.	http://library.ua.edu/vwebv/holdingsInfo?bibId=2764133	InChI=1S/C8H7N3O3/c9-11-10-5-4-7(14-8(5)12)6-2-1-3-13-6/h1-3,5,7H,4H2/t5-,7+/m0/s1	BTUAIPMRNZQADF-CAHLUQPWSA-N	BTUAIPMRNZQADF-CAHLUQPWSA-N	[N-]=[N+]=N[C@H]1C[C@@H](OC1=O)C1=CC=CO1	TRUE
UALIB-1249	O=C1O[C@@H](C2=CC=CO2)C[C@@H]1O	(3S,5R)-3-Hydroxy-5-(furan-2-yl)dihydrofuran-2(3H)-one	Ganta, A. New applications of Arynes and Wynberg lactone in synthesis. Ph.D. Thesis, The University of Alabama, 2009.	http://library.ua.edu/vwebv/holdingsInfo?bibId=2764133	InChI=1S/C8H8O4/c9-5-4-7(12-8(5)10)6-2-1-3-11-6/h1-3,5,7,9H,4H2/t5-,7+/m0/s1	KLWZWHXYRSUZJT-CAHLUQPWSA-N	KLWZWHXYRSUZJT-CAHLUQPWSA-N	O[C@H]1C[C@@H](OC1=O)C1=CC=CO1	TRUE
UALIB-1250	[N-]=[N+]=N[C@H]1C[C@H](C2=CC=CS2)OC1=O	(3S,5R)-3-Azido-5-(thiophen-2-yl)dihydrofuran-2(3H)-one	Ganta, A. New applications of Arynes and Wynberg lactone in synthesis. Ph.D. Thesis, The University of Alabama, 2009.	http://library.ua.edu/vwebv/holdingsInfo?bibId=2764133	InChI=1S/C8H7N3O2S/c9-11-10-5-4-6(13-8(5)12)7-2-1-3-14-7/h1-3,5-6H,4H2/t5-,6+/m0/s1	WQOFNSIFBKJNKE-NTSWFWBYSA-N	WQOFNSIFBKJNKE-NTSWFWBYSA-N	[N-]=[N+]=N[C@H]1C[C@@H](OC1=O)C1=CC=CS1	TRUE
UALIB-1251	O=C1O[C@H](C2=CC=CS2)C[C@H]1O	(3S,5R)-3-Hydroxy-5-(thiophen-2-yl)dihydrofuran-2(3H)-one	Ganta, A. New applications of Arynes and Wynberg lactone in synthesis. Ph.D. Thesis, The University of Alabama, 2009.	http://library.ua.edu/vwebv/holdingsInfo?bibId=2764133	InChI=1S/C8H8O3S/c9-5-4-6(11-8(5)10)7-2-1-3-12-7/h1-3,5-6,9H,4H2/t5-,6+/m1/s1	BFCQMZUPUBVTCE-RITPCOANSA-N	BFCQMZUPUBVTCE-RITPCOANSA-N	O[C@@H]1C[C@H](OC1=O)C1=CC=CS1	TRUE
UALIB-1252	C=CC[C@H]1C[C@H](N=[N+]=[N-])C(=O)O1	(3S,5S)-5-Allyl-3-azidohydrofuran-2(3H)-one	Ganta, A. New applications of Arynes and Wynberg lactone in synthesis. Ph.D. Thesis, The University of Alabama, 2009.	http://library.ua.edu/vwebv/holdingsInfo?bibId=2764133	InChI=1S/C7H9N3O2/c1-2-3-5-4-6(9-10-8)7(11)12-5/h2,5-6H,1,3-4H2/t5-,6-/m0/s1	FUAFVICWTUXPGX-WDSKDSINSA-N	FUAFVICWTUXPGX-WDSKDSINSA-N	C=CC[C@H]1C[C@H](N=[N+]=[N-])C(=O)O1	TRUE
UALIB-1253	C=CC[C@H]1C[C@H](O)C(=O)O1	(3S,5S)-5-Allyl-3-hydroxydihydrofuran-2(3H)-one	Ganta, A. New applications of Arynes and Wynberg lactone in synthesis. Ph.D. Thesis, The University of Alabama, 2009.	http://library.ua.edu/vwebv/holdingsInfo?bibId=2764133	InChI=1S/C7H10O3/c1-2-3-5-4-6(8)7(9)10-5/h2,5-6,8H,1,3-4H2/t5-,6-/m0/s1	NXWOOPJGKYWMGJ-WDSKDSINSA-N	NXWOOPJGKYWMGJ-WDSKDSINSA-N	O[C@H]1C[C@H](CC=C)OC1=O	TRUE
UALIB-1254	C=C[C@H]1C[C@H](N=[N+]=[N-])C(=O)O1	(3S,5R)-5-Vinyl-3-azidodihydrofuran-2(3H)-one	Ganta, A. New applications of Arynes and Wynberg lactone in synthesis. Ph.D. Thesis, The University of Alabama, 2009.	http://library.ua.edu/vwebv/holdingsInfo?bibId=2764133	InChI=1S/C6H7N3O2/c1-2-4-3-5(8-9-7)6(10)11-4/h2,4-5H,1,3H2/t4-,5-/m0/s1	HWHOEUWCHALAQN-WHFBIAKZSA-N	HWHOEUWCHALAQN-WHFBIAKZSA-N	C=C[C@H]1C[C@H](N=[N+]=[N-])C(=O)O1	TRUE
UALIB-1255	CCCCCC[C@H]1C[C@H](N=[N+]=[N-])C(=O)O1	(3S,5S)-3-Azido-5-hexyldihydrofuran-2(3H)-one	Ganta, A. New applications of Arynes and Wynberg lactone in synthesis. Ph.D. Thesis, The University of Alabama, 2009.	http://library.ua.edu/vwebv/holdingsInfo?bibId=2764133	InChI=1S/C10H17N3O2/c1-2-3-4-5-6-8-7-9(12-13-11)10(14)15-8/h8-9H,2-7H2,1H3/t8-,9-/m0/s1	RHSQKFIACDPSGS-IUCAKERBSA-N	RHSQKFIACDPSGS-IUCAKERBSA-N	CCCCCC[C@H]1C[C@H](N=[N+]=[N-])C(=O)O1	TRUE
UALIB-1256	CCCCCC[C@H]1C[C@H](O)C(=O)O1	(3S,5S)-3-Hydroxy-5-hexyldihydrofuran-2(3H)-one	Ganta, A. New applications of Arynes and Wynberg lactone in synthesis. Ph.D. Thesis, The University of Alabama, 2009.	http://library.ua.edu/vwebv/holdingsInfo?bibId=2764133	InChI=1S/C10H18O3/c1-2-3-4-5-6-8-7-9(11)10(12)13-8/h8-9,11H,2-7H2,1H3/t8-,9-/m0/s1	SRVVGJUCYSYXDW-IUCAKERBSA-N	SRVVGJUCYSYXDW-IUCAKERBSA-N	CCCCCC[C@H]1C[C@H](O)C(=O)O1	TRUE
