SMILES_KnowItAll_2018,DATASOURCE_REGID,SUBSTANCE_COMMENT,SUBSTANCE_URL,InChI_1.05_KnowItAll 2018
[C@]12(O[C@](\C=C/2)([C@@](C([C@@]1(C)[C@@](O)(CC)[H])=O)(C)[H])[H])[H].[C@@]12(\C=C/[C@@](O2)([C@@](C([C@@]1([C@](CC)(O)[H])C)=O)(C)[H])[H])[H],UALIB-1794,"Cho, S.Y. Small ring-mediated organic synthesis. Ph.D. Thesis, The University of Alabama, 2000.",http://library.ua.edu/vwebv/holdingsInfo?bibId=1284604,"InChI=1S/2C12H18O3/c2*1-4-9(13)12(3)10-6-5-8(15-10)7(2)11(12)14/h2*5-10,13H,4H2,1-3H3/t7-,8+,9-,10-,12+;7-,8+,9-,10-,12-/m00/s1"
[C@@]12(\C=C/[C@@](O2)(CC([C@@]1(CCO[Si](C(C)C)(C(C)C)C(C)C)[H])=O)[H])[H].[C@@]12(\C=C/[C@@](O2)(CC([C@]1(CCO[Si](C(C)C)(C(C)C)C(C)C)[H])=O)[H])[H],UALIB-1795,"Cho, S.Y. Small ring-mediated organic synthesis. Ph.D. Thesis, The University of Alabama, 2000.",http://library.ua.edu/vwebv/holdingsInfo?bibId=1284604,"InChI=1S/2C18H32O3Si/c2*1-12(2)22(13(3)4,14(5)6)20-10-9-16-17(19)11-15-7-8-18(16)21-15/h2*7-8,12-16,18H,9-11H2,1-6H3/t15-,16+,18+;15-,16-,18+/m11/s1"
[C@@]12(\C=C/[C@@](O2)([C@@]2(C([C@]1(CC[C@@]2(O[Si](C(C)C)(C(C)C)C(C)C)[H])[H])=O)C)[H])[H].[C@@]12(\C=C/[C@@](O2)([C@@]2(C([C@]1(CC[C@]2(O[Si](C(C)C)(C(C)C)C(C)C)[H])[H])=O)C)[H])[H],UALIB-1796,"Cho, S.Y. Small ring-mediated organic synthesis. Ph.D. Thesis, The University of Alabama, 2000.",http://library.ua.edu/vwebv/holdingsInfo?bibId=1284604,"InChI=1S/2C20H34O3Si/c2*1-12(2)24(13(3)4,14(5)6)23-18-10-8-15-16-9-11-17(22-16)20(18,7)19(15)21/h2*9,11-18H,8,10H2,1-7H3/t15-,16-,17+,18+,20-;15-,16-,17+,18-,20-/m00/s1"
[C@@]12(\C=C/[C@@](O2)([C@@]2(C([C@]1(CC(C2O[Si](C(C)C)(C(C)C)C(C)C)C(C)=C)[H])=O)C)[H])[H],UALIB-1797,"Cho, S.Y. Small ring-mediated organic synthesis. Ph.D. Thesis, The University of Alabama, 2000.",http://library.ua.edu/vwebv/holdingsInfo?bibId=1284604,"InChI=1S/C23H38O3Si/c1-13(2)17-12-18-19-10-11-20(25-19)23(9,21(18)24)22(17)26-27(14(3)4,15(5)6)16(7)8/h10-11,14-20,22H,1,12H2,2-9H3/t17?,18-,19-,20+,22?,23+/m0/s1"
