PUBCHEM_EXT_DATASOURCE_REGID	PUBCHEM_SUBSTANCE_SYNONYM	PUBCHEM_SUBSTANCE_COMMENT	PUBCHEM_EXT_SUBSTANCE_URL	PUBCHEM_EXT_DATASOURCE_SMILES	PUBCHEM_EXT_DATASOURCE_INCHI
UALIB-99	2-(beta,beta-Dimethylacryloyl)indole-3-acetic acid methyl ester	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	COC(=O)CC1=C(NC2=CC=CC=C12)C(=O)C=C(C)C	"InChI=1S/C16H17NO3/c1-10(2)8-14(18)16-12(9-15(19)20-3)11-6-4-5-7-13(11)17-16/h4-8,17H,9H2,1-3H3

"
UALIB-100	2-(E)-(3-Methoxy-3-methyl-1-butene)-indole-3-acetic acid methyl ester	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	COC(=O)CC1=C(NC2=CC=CC=C12)\C=C\C(C)(C)OC	"InChI=1S/C17H21NO3/c1-17(2,21-4)10-9-15-13(11-16(19)20-3)12-7-5-6-8-14(12)18-15/h5-10,18H,11H2,1-4H3/b10-9+

"
UALIB-101	2-(E)-(3-N(^tau)-histaminesuccinimide-3-methyl-1-butene)-indole-3-acetic acid methyl ester	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	COC(=O)CC1=C(NC2=CC=CC=C12)\C=C\C(C)(C)N1C=NC(CCN2C(=O)CCC2=O)=C1	"InChI=1S/C25H28N4O4/c1-25(2,28-15-17(26-16-28)11-13-29-22(30)8-9-23(29)31)12-10-21-19(14-24(32)33-3)18-6-4-5-7-20(18)27-21/h4-7,10,12,15-16,27H,8-9,11,13-14H2,1-3H3/b12-10+

"
UALIB-102	2-(3-N(^tau)-histaminesuccinimide-3-methyl-1-butanone)-indole acetic acid methyl ester	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	COC(=O)CC1=C(NC2=CC=CC=C12)C(=O)CC(C)(C)N1C=NC(CCN2C(=O)CCC2=O)=C1	"InChI=1S/C25H28N4O5/c1-25(2,28-14-16(26-15-28)10-11-29-21(31)8-9-22(29)32)13-20(30)24-18(12-23(33)34-3)17-6-4-5-7-19(17)27-24/h4-7,14-15,27H,8-13H2,1-3H3

"
UALIB-103	N-(tert-Butoxycarbonyl)-2-(beta,beta-Dimethylacryloyl)indole-3-acetic acid methyl ester	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	COC(=O)CC1=C(N(C(=O)OC(C)(C)C)C2=CC=CC=C12)C(=O)C=C(C)C	"InChI=1S/C21H25NO5/c1-13(2)11-17(23)19-15(12-18(24)26-6)14-9-7-8-10-16(14)22(19)20(25)27-21(3,4)5/h7-11H,12H2,1-6H3

"
UALIB-104	2,5-Dibromohistamine succinimide	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	BrC1=NC(Br)=C(CCN2C(=O)CCC2=O)N1	"InChI=1S/C9H9Br2N3O2/c10-8-5(12-9(11)13-8)3-4-14-6(15)1-2-7(14)16/h1-4H2,(H,12,13)

"
UALIB-105	4-Iodohistamine succinimide	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	IC1=C(CCN2C(=O)CCC2=O)NC=N1	"InChI=1S/C9H10IN3O2/c10-9-6(11-5-12-9)3-4-13-7(14)1-2-8(13)15/h5H,1-4H2,(H,11,12)

"
UALIB-106	4-Iodo-1-tritylimidazole	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	IC1=CN(C=N1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	"InChI=1S/C22H17IN2/c23-21-16-25(17-24-21)22(18-10-4-1-5-11-18,19-12-6-2-7-13-19)20-14-8-3-9-15-20/h1-17H

"
UALIB-107	2,4,5-Triiodoimidazole	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	IC1=NC(I)=C(I)N1	"InChI=1S/C3HI3N2/c4-1-2(5)8-3(6)7-1/h(H,7,8)

"
UALIB-108	4-Iodoimidazole	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	IC1=CNC=N1	"InChI=1S/C3H3IN2/c4-3-1-5-2-6-3/h1-2H,(H,5,6)

"
UALIB-109	Didemnimide A	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	O=C1NC(=O)C(C2=CNC3=CC=CC=C23)=C1C1=CN=CN1	"InChI=1S/C15H10N4O2/c20-14-12(9-5-17-10-4-2-1-3-8(9)10)13(15(21)19-14)11-6-16-7-18-11/h1-7,17H,(H,16,18)(H,19,20,21)

"
UALIB-110	Didemnimide B	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	BrC1=CC=C2C(NC=C2C2=C(C(=O)NC2=O)C2=CN=CN2)=C1	"InChI=1S/C15H9BrN4O2/c16-7-1-2-8-9(4-18-10(8)3-7)12-13(11-5-17-6-19-11)15(22)20-14(12)21/h1-6,18H,(H,17,19)(H,20,21,22)
"
UALIB-111	Didemnimide C	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	CN1C=NC=C1C1=C(C(=O)NC1=O)C1=CNC2=CC=CC=C12	"InChI=1S/C16H12N4O2/c1-20-8-17-7-12(20)14-13(15(21)19-16(14)22)10-6-18-11-5-3-2-4-9(10)11/h2-8,18H,1H3,(H,19,21,22)

"
UALIB-112	Didemnimide D	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	CN1C=NC=C1C1=C(C(=O)NC1=O)C1=CNC2=CC(Br)=CC=C12	"InChI=1S/C16H11BrN4O2/c1-21-7-18-6-12(21)14-13(15(22)20-16(14)23)10-5-19-11-4-8(17)2-3-9(10)11/h2-7,19H,1H3,(H,20,22,23)

"
UALIB-113	Methyl indoyl-3-glyoxylate	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	COC(=O)C(=O)C1=CNC2=CC=CC=C12	"InChI=1S/C11H9NO3/c1-15-11(14)10(13)8-6-12-9-5-3-2-4-7(8)9/h2-6,12H,1H3

"
UALIB-114	Methyl 6-bromoindolyl-3-glyoxylate	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	COC(=O)C(=O)C1=CNC2=CC(Br)=CC=C12	"InChI=1S/C11H8BrNO3/c1-16-11(15)10(14)8-5-13-9-4-6(12)2-3-7(8)9/h2-5,13H,1H3

"
UALIB-115	1-Tritylimidazole-4-acetamide	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	NC(=O)CC1=CN(C=N1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	"InChI=1S/C24H21N3O/c25-23(28)16-22-17-27(18-26-22)24(19-10-4-1-5-11-19,20-12-6-2-7-13-20)21-14-8-3-9-15-21/h1-15,17-18H,16H2,(H2,25,28)

"
UALIB-116	Indole-maleimide-trotylimidazole	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	O=C1NC(=O)C(C2=CNC3=CC=CC=C23)=C1C1=CN(C=N1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	"InChI=1S/C34H24N4O2/c39-32-30(27-20-35-28-19-11-10-18-26(27)28)31(33(40)37-32)29-21-38(22-36-29)34(23-12-4-1-5-13-23,24-14-6-2-7-15-24)25-16-8-3-9-17-25/h1-22,35H,(H,37,39,40)

"
UALIB-117	6-Bromoindole-maleimide-tritylimidazole	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	BrC1=CC=C2C(NC=C2C2=C(C(=O)NC2=O)C2=CN(C=N2)C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)=C1	"InChI=1S/C34H23BrN4O2/c35-25-16-17-26-27(19-36-28(26)18-25)30-31(33(41)38-32(30)40)29-20-39(21-37-29)34(22-10-4-1-5-11-22,23-12-6-2-7-13-23)24-14-8-3-9-15-24/h1-21,36H,(H,38,40,41)

"
UALIB-118	Imidazole-4(5)acetonitrile	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	N#CCC1=CNC=N1	"InChI=1S/C5H5N3/c6-2-1-5-3-7-4-8-5/h3-4H,1H2,(H,7,8)

"
UALIB-119	1-Tritylimidazole-4-acetonitrile	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	N#CCC1=CN(C=N1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	"InChI=1S/C24H19N3/c25-17-16-23-18-27(19-26-23)24(20-10-4-1-5-11-20,21-12-6-2-7-13-21)22-14-8-3-9-15-22/h1-15,18-19H,16H2

"
UALIB-120	6-Bromoindole	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	BrC1=CC=C2C=CNC2=C1	"InChI=1S/C8H6BrN/c9-7-2-1-6-3-4-10-8(6)5-7/h1-5,10H

"
UALIB-121	1-Cyanobenzotriazole	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	N#CN1N=NC2=CC=CC=C12	"InChI=1S/C7H4N4/c8-5-11-7-4-2-1-3-6(7)9-10-11/h1-4H

"
UALIB-122	1-Chlorobenzotriazole	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	ClN1N=NC2=CC=CC=C12	"InChI=1S/C6H4ClN3/c7-10-6-4-2-1-3-5(6)8-9-10/h1-4H

"
UALIB-123	Phenylmalononitrile	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	N#CC(C#N)C1=CC=CC=C1	"InChI=1S/C9H6N2/c10-6-9(7-11)8-4-2-1-3-5-8/h1-5,9H

"
UALIB-124	4-Bromophenylmalononitrile	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	BrC1=CC=C(C=C1)C(C#N)C#N	"InChI=1S/C9H5BrN2/c10-9-3-1-7(2-4-9)8(5-11)6-12/h1-4,8H

"
UALIB-125	2-Chlorophenylmalononitrile	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	ClC1=CC=CC=C1C(C#N)C#N	"InChI=1S/C9H5ClN2/c10-9-4-2-1-3-8(9)7(5-11)6-12/h1-4,7H

"
UALIB-126	3,4-Methylenedioxyphenylmalonitrile	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	N#CC(C#N)C1=CC=C2OCOC2=C1	"InChI=1S/C10H6N2O2/c11-4-8(5-12)7-1-2-9-10(3-7)14-6-13-9/h1-3,8H,6H2

"
UALIB-127	1-Napthylmalononitrile	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	N#CC(C#N)C1=CC=CC2=C1C=CC=C2	"InChI=1S/C13H8N2/c14-8-11(9-15)13-7-3-5-10-4-1-2-6-12(10)13/h1-7,11H

"
UALIB-128	5-Cyano-2,2'-bithiophene	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	N#CC1=CC=C(S1)C1=CC=CS1	"InChI=1S/C9H5NS2/c10-6-7-3-4-9(12-7)8-2-1-5-11-8/h1-5H

"
UALIB-129	5,5'-Dicyano-2,2'-bithiophene	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	N#CC1=CC=C(S1)C1=CC=C(S1)C#N	"InChI=1S/C10H4N2S2/c11-5-7-1-3-9(13-7)10-4-2-8(6-12)14-10/h1-4H

"
UALIB-130	3-Phenyl-2-propynenitrile	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	N#CC#CC1=CC=CC=C1	"InChI=1S/C9H5N/c10-8-4-7-9-5-2-1-3-6-9/h1-3,5-6H

"
UALIB-131	1-p-Toluenesulfonyl-2-cyanoindole	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	CC1=CC=C(C=C1)S(=O)(=O)N1C(=CC2=C1C=CC=C2)C#N	"InChI=1S/C16H12N2O2S/c1-12-6-8-15(9-7-12)21(19,20)18-14(11-17)10-13-4-2-3-5-16(13)18/h2-10H,1H3

"
UALIB-132	1-p-Toluenesulfonyl-2-cyanopyrrole	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	CC1=CC=C(C=C1)S(=O)(=O)N1C=CC=C1C#N	"InChI=1S/C12H10N2O2S/c1-10-4-6-12(7-5-10)17(15,16)14-8-2-3-11(14)9-13/h2-8H,1H3

"
UALIB-133	1-Dodecyl-2-(5-cyanothienyl)-5-thienylpyrrole	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	CCCCCCCCCCCCN1C(=CC=C1C1=CC=C(S1)C#N)C1=CC=CS1	"InChI=1S/C25H32N2S2/c1-2-3-4-5-6-7-8-9-10-11-18-27-22(24-13-12-19-28-24)15-16-23(27)25-17-14-21(20-26)29-25/h12-17,19H,2-11,18H2,1H3

"
UALIB-134	1-Dodecyl-2,5-di(5-cyanothienyl)pyrrole	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	CCCCCCCCCCCCN1C(=CC=C1C1=CC=C(S1)C#N)C1=CC=C(S1)C#N	"InChI=1S/C26H31N3S2/c1-2-3-4-5-6-7-8-9-10-11-18-29-23(25-16-12-21(19-27)30-25)14-15-24(29)26-17-13-22(20-28)31-26/h12-17H,2-11,18H2,1H3

"
UALIB-135	1-(5-Cyanothienyl)-2-thienylbenzo[c]thiophene	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	N#CC1=CC=C(S1)C1=C2C=CC=CC2=C(S1)C1=CC=CS1	"InChI=1S/C17H9NS3/c18-10-11-7-8-15(20-11)17-13-5-2-1-4-12(13)16(21-17)14-6-3-9-19-14/h1-9H

"
UALIB-136	1,3-Di(2-thienyl)benzo[c]thiophene-5,5'-dicarbonitrile	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	N#CC1=CC=C(S1)C1=C2C=CC=CC2=C(S1)C1=CC=C(S1)C#N	"InChI=1S/C18H8N2S3/c19-9-11-5-7-15(21-11)17-13-3-1-2-4-14(13)18(23-17)16-8-6-12(10-20)22-16/h1-8H

"
UALIB-137	2-Cyanonaphthalene	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	N#CC1=CC2=CC=CC=C2C=C1	"InChI=1S/C11H7N/c12-8-9-5-6-10-3-1-2-4-11(10)7-9/h1-7H

"
UALIB-138	9-Cyanoanthracene	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	N#CC1=C2C=CC=CC2=CC2=C1C=CC=C2	"InChI=1S/C15H9N/c16-10-15-13-7-3-1-5-11(13)9-12-6-2-4-8-14(12)15/h1-9H

"
UALIB-139	1-(N,N'-phenylenediamidino)-benzotriazole	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	N=C(NC1=CC=C(NC(=N)N2N=NC3=C2C=CC=C3)C=C1)N1N=NC2=C1C=CC=C2	"InChI=1S/C20H16N10/c21-19(29-17-7-3-1-5-15(17)25-27-29)23-13-9-11-14(12-10-13)24-20(22)30-18-8-4-2-6-16(18)26-28-30/h1-12H,(H2,21,23)(H2,22,24)

"
UALIB-140	N',N''-(1,4-Phenylene)bis(cyanamide)	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	N#CNC1=CC=C(NC#N)C=C1	"InChI=1S/C8H6N4/c9-5-11-7-1-2-8(4-3-7)12-6-10/h1-4,11-12H

"
UALIB-141	N,N'-Dicyano-1,4-benzoquinonediimine	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	N#CN=C1C=CC(C=C1)=NC#N	"InChI=1S/C8H4N4/c9-5-11-7-1-2-8(4-3-7)12-6-10/h1-4H/b11-7-,12-8-

"
UALIB-142	(Z)-alpha-Cyano-beta-(N-hexadecylquinolin-4-ylium)-4-styryldicanomethanide	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	CCCCCCCCCCCCCCCC[N+]1=CC=C(\C=C(/C#N)C2=CC=C(C=C2)[C-](C#N)C#N)C2=CC=CC=C12	"InChI=1S/C37H44N4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-17-25-41-26-24-33(36-18-15-16-19-37(36)41)27-34(28-38)31-20-22-32(23-21-31)35(29-39)30-40/h15-16,18-24,26-27H,2-14,17,25H2,1H3/b34-27+

"
UALIB-143	Li+TCNQ.-	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	[Li+].N#C[C](C#N)C1=CC=C(C=C1)[C-](C#N)C#N	"InChI=1S/C12H4N4.Li/c13-5-11(6-14)9-1-2-10(4-3-9)12(7-15)8-16;/h1-4H;/q-1;+1

"
UALIB-144	1-Hexadecyllepidinium bromide	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	[Br-].CCCCCCCCCCCCCCCC[N+]1=CC=C(C)C2=CC=CC=C12	"InChI=1S/C26H42N.BrH/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-18-22-27-23-21-24(2)25-19-16-17-20-26(25)27;/h16-17,19-21,23H,3-15,18,22H2,1-2H3;1H/q+1;/p-1

"
UALIB-145	1-Methyllepidinium tosylate	Hughes, T. V. Part 1, Synthetic approaches to indole/imidazole marine alkaloids; Part 2, 1-Cyanobenzotriazole as a cyanating agent ; Part 3, Synthesis of potential molecular rectifiers. Ph.D. Dissertation, The University of Alabama, 1999.	http://library.ua.edu/vwebv/holdingsInfo?bibId=1016924	CC1=CC=C(C=C1)S([O-])(=O)=O.CCCCCCCCCCCCCCCC[N+]1=CC=C(C)C2=CC=CC=C12	"InChI=1S/C26H42N.C7H8O3S/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-18-22-27-23-21-24(2)25-19-16-17-20-26(25)27;1-6-2-4-7(5-3-6)11(8,9)10/h16-17,19-21,23H,3-15,18,22H2,1-2H3;2-5H,1H3,(H,8,9,10)/q+1;/p-1

"
